,abscisse,0,1,6,8,9,11,13,14,15,16,18,20,21,22,23,24,25,26,27,29,30,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,51,53,56,57,58,59,60,61,62,64,69,70,72,73,74,75,76,77,78,79,81,82,84
0,0.25,0.06943731712513818,0.0,0.0,0.009471288205776461,0.0,0.044093499412752694,0.0,0.006830610311138298,0.0,0.0,0.0,0.00578826525310102,0.0,0.11850117552686552,0.023301674026121086,0.0,0.0,0.021247718936483667,0.0,0.0,0.0,0.20622301657173062,0.20675538440498664,0.0,0.1179673645667848,0.4467951008783226,0.1049857964352719,0.36376445680658165,0.13107869176589898,0.039425073487801665,0.009776409376173422,0.5599415573040901,0.41869026476725496,0.2700438063890709,0.00046274592462145045,0.008928551072239492,0.0,0.0,0.0,0.6860949342341933,0.7069901821995641,0.0,0.6860949342341933,0.0,0.24827031806509833,0.0,0.0,0.6860949342341933,0.0,0.06348133508274979,0.09671163842063851,0.39234994919176364,0.06820950769393147,0.4644127951641791,0.6860949342341933,0.0,0.23775265451571018,0.4477692973886318,0.3607397717694042
1,0.75,0.0670181113274786,2.2727739038553975e-08,0.0,0.010304648750097846,0.0,0.05654515914745664,0.0,0.007378700431472508,0.0,0.0,0.0,0.0061772081863168396,0.0,0.08735411872897655,0.02963466710210897,0.0,0.0,0.02552998589915758,0.0,0.0,0.0,0.1946468939359895,0.11613592991138445,0.0,0.13792251826741284,0.2531592014275802,0.11781508641992508,0.15259318805020491,0.19689221424749068,0.04836445011861969,0.011041127783340278,0.32640074100372596,0.31199219072539686,0.3190190626076034,0.0007924825562930519,0.010063815186767557,0.0,0.0,0.0,0.27437505522475325,0.22838531591072883,0.0,0.27437505522475325,0.0,0.15605690262628963,0.0,0.0,0.27437505522475325,0.0,0.08128235895851274,0.1693541439832952,0.2132832382022188,0.10250488692871429,0.26249936645631994,0.27437505522475325,0.0,0.13622849233062687,0.1819266355439659,0.1645369741706377
2,1.25,0.06468348042502779,0.7979936072719561,0.0,0.011235745203875516,0.0,0.07034651288700497,0.0,0.007975046868900293,0.0,0.0,0.0,0.0065834913112560196,0.0,0.07570779051111552,0.03587795330673658,0.0,0.0,0.030982215446445586,0.0,0.0,0.7061710092368345,0.1657978560416088,0.08875235585224439,0.17995520496540804,0.13687930261378844,0.1904785522063729,0.128261068883314,0.10162206329457345,0.21604143582506571,0.055000168078305614,0.012443792102968806,0.21155058153612247,0.2121186292419166,0.3190190626076034,0.0012879152041375577,0.011441252461384653,0.0,0.0,0.5573871482055797,0.15707047748978287,0.082426786340891,0.0,0.15707047748978287,0.0,0.12468645478251024,0.0,0.0,0.15707047748978287,0.0,0.09226809204682668,0.29928842774503667,0.15511837984355983,0.15767957601569546,0.1894031541629065,0.15707047748978287,0.39010983209145755,0.10498586899944132,0.11563491444466449,0.11394357014615232
3,1.75,0.06243045758247817,0.3671374322546259,0.0,0.012278067127257764,0.0,0.08490162367383018,0.0,0.008623740322551234,0.0,0.0,0.0,0.007007135409583445,0.0,0.06880057028390704,0.04173539885560417,0.0,0.0,0.03796958032731623,0.0,0.0,0.3239948448867281,0.13733964165460918,0.0742863007765552,0.06274520078557845,0.12696271314338117,0.15444940166648544,0.13546041235545486,0.07753042710238603,0.20537719755962044,0.05951298105133051,0.013992607809256027,0.14722181834772055,0.1486406837964491,0.2700438063890709,0.001998272842978268,0.013136108441960483,0.0,0.0,0.24987688786370224,0.10001286786060705,0.024518895646010227,0.0,0.10001286786060705,0.0,0.10693334993071624,0.0,0.0,0.10001286786060705,0.0,0.09733508803418572,0.37697124080368555,0.12299016639745493,0.23236124117947246,0.14692610207458262,0.10001286786060705,0.17117890837047567,0.08828037483216784,0.08393272956154142,0.08921345033416848
4,2.25,0.06025618039404508,0.19295783950088813,0.0,0.013447001150890819,0.0,0.09940670858205322,0.0,0.009329094384454098,0.0,0.0,0.0,0.007448090902161351,0.0,0.06396094329457175,0.04698633137042456,0.0,0.0,0.04694804348591516,0.0,0.0,0.19684747402561242,0.1134747968767745,0.06498792653252852,0.03820739345044413,0.11432769873395156,0.12901811527195786,0.13878851262147845,0.06315610600061566,0.1819132544106204,0.062247932355379794,0.015694532737090264,0.10782092799716723,0.10858055165746712,0.19349484250429555,0.002974978663405759,0.015255283130455384,0.0,0.0,0.16111572646580613,0.06707918733291651,0.0056294147444673585,0.012123173799367332,0.06707918733291651,0.08506405492805723,0.09491062222235966,0.0,0.0,0.06707918733291651,0.0,0.09800949507176007,0.26037238630885307,0.10171701011428537,0.28365124109668366,0.11807906552572575,0.06707918733291651,0.11623685196035258,0.07742257842803374,0.06500264120995909,0.07410724483244778
5,2.75,0.05815788719517926,0.11207954938001716,0.0,0.014760006655557632,0.0,0.11291240773871176,0.0,0.010095617542744455,0.0,0.0,0.0,0.00790623359635379,0.0,0.06025038412568801,0.051487840712262645,0.0,0.0,0.058433403538758644,0.0,0.0,0.1299868042714707,0.09437165373139221,0.0583564376456479,0.02749918564360474,0.10166303487115541,0.10911122201450937,0.13794889926358392,0.05345491127598321,0.15546109555142157,0.06357212133989472,0.0175547749144426,0.08205888312370915,0.08230534257087344,0.11736055447512247,0.004268021220223364,0.017954548150354546,0.0,0.0,0.11570981155028826,0.04640262386523384,0.0009725823433590599,0.05296922486400036,0.04640262386523384,0.0633216269488382,0.08595724097165186,0.0,0.0,0.04640262386523384,0.0,0.09572817606376186,0.14487049180404052,0.08625999547889596,0.2535451457813027,0.09691317638003306,0.04640262386523384,0.08967607395945831,0.06959161869356326,0.052320987109543145,0.06372232467061492
6,3.25,0.05613291350496261,0.06952900203022225,0.0,0.016236743190774224,0.0,0.1244210654953554,0.7406985536379146,0.010927970699889916,0.0,0.0,0.0,0.008381360675942454,0.0,0.05723740679693764,0.05516686283834855,0.0,0.0,0.0728770953415198,0.4183173862361715,0.0,0.08940022531661147,0.07924256605357083,0.05330867714933048,0.021486268838181444,0.09001250217299978,0.09262064733048238,0.13301681574456622,0.04638235922050907,0.13052209796215036,0.06381565196925558,0.019576231181647846,0.06435306398007506,0.06433455253349263,0.060254917766684964,0.0059219156090852855,0.021467450482805007,0.0,0.0,0.08759322085602836,0.032764774041649354,0.00012486745899997076,0.07175630053668537,0.032764774041649354,0.055169746342980885,0.0788820214066897,0.0,0.0,0.032764774041649354,0.0,0.09161903429706149,0.08449020401828933,0.07437991293051609,0.17871673458870857,0.08065978858587591,0.032764774041649354,0.07353559833850207,0.06356096266890797,0.04320521126042381,0.05603376063397092
7,3.75,0.05417868859459917,0.04514643231817906,0.0,0.01789910169801363,0.0,0.13300636885868888,0.3218411981371039,0.011830906707833192,0.0,0.0,0.0,0.008873186981983515,0.0,0.054690706743253964,0.05800728822227156,0.0,0.0,0.09035013537799717,0.291029826528943,0.0,0.06299213739932881,0.06722754136882712,0.049289973041753275,0.01763201382559951,0.07968869842839925,0.07853194991855075,0.12442809285064992,0.04094480759535899,0.10873117524771331,0.06325351474752006,0.02175887995859644,0.051695780157582395,0.05157461864981105,0.026186679315142593,0.007971652211313343,0.026155447997314608,0.0,0.0,0.06841802640876987,0.023475804634612525,1.182888979055988e-05,0.07841331474352291,0.023475804634612525,0.05035126062686124,0.07305828130525328,0.0,0.0,0.023475804634612525,0.0,0.08649217747205912,0.05365622905816066,0.06490136861378659,0.11646714827865583,0.06780354798749054,0.023475804634612525,0.06246036027612434,0.058700896956946386,0.036334269897578694,0.050042885718165696
8,4.25,0.052292732177445525,0.030307181041062385,0.0,0.01977106572957959,0.0,0.13793587392112658,0.18733531283886456,0.012809187967280249,0.0,0.0,0.0,0.009381341633141981,0.0,0.052473182122381556,0.06003576807003278,0.0,0.0,0.1099408583832511,0.211873997837525,0.0,0.04510341200875221,0.057608185826707785,0.045983321997501166,0.014949499394212135,0.07069515510092428,0.06630796880845621,0.11291559615593189,0.03659853910907388,0.09037979739865341,0.06210554100501466,0.024099148838981285,0.042354728297935504,0.04221944446747546,0.009633540952590423,0.0104390371080374,0.03259767778732778,0.0,0.0,0.05456295797726825,0.017005448171251988,8.231675518119542e-07,0.079292702611785,0.017005448171251988,0.046998617472491996,0.06811937871925096,0.0,0.0,0.017005448171251988,0.0,0.0808984022573487,0.03662278837283621,0.05713604225532957,0.07671684658130415,0.05742270744655642,0.017005448171251988,0.0542588434008619,0.05465096900313239,0.030976176821234627,0.04519665439868178
