,abscisse,0,1,6,8,14,16,18,20,21,22,23,24,29,30,31,32,33,35,38,39,40,41,42,43,47,48,49,50,53,54,56,59,61,62,72,73,74,75,76,77,79,81,82,84
0,0.25,0.0,0.7069901821995641,0.0,0.0038771746889014976,0.0,0.0,0.0,0.6860949342341933,0.0,0.6860949342341933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513138207671407,0.0,0.1261433989030852,0.01461099469120631,0.4540116746155553,0.7040214244969131,0.004132790063469317,0.013127365604647025,0.0,0.0,0.0,0.0,0.0013763576880045062,0.0,0.6860949342341933,0.0,0.02517207583285083,0.11138995348902656,0.03143683723539174,0.04414293342955216,0.46442849686957405,0.26527808103984163,0.04383773632879998,0.060206152708838626,0.0
1,0.75,0.0,0.22838531591072883,0.0,0.004228389468541104,0.0,0.0,0.0,0.27437505522475325,0.0,0.27437505522475325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31260861071684026,0.0,0.16035968867420106,0.016429015881497748,0.2759720777968606,0.7041845953406521,0.004418365721512548,0.014356528459533289,2.2727739038553975e-08,0.0,2.2727739038553975e-08,0.0,0.0016039918767768832,0.0,0.27437505522475325,0.0,0.032600296597191665,0.18916142306697126,0.04254703940053724,0.06590577465182951,0.27975679494479944,0.2300355728192075,0.042876841579031336,0.07367677729165426,0.0
2,1.25,0.0,0.082426786340891,0.0,0.004616305192898702,0.0,0.0,0.0,0.15707047748978287,0.0,0.15707047748978287,0.0,0.0,0.0,0.0,0.0,0.25852844948800574,0.0,0.0,0.0,0.22556329995522845,0.0,0.18969534660479756,0.018501783797931843,0.18654428121154118,0.25915610026521846,0.004718025233615836,0.015679209569445293,0.7979936072719561,0.0,0.7979936072719561,0.0,0.0018629272623380316,0.0,0.15707047748978287,0.0,0.03939543580040397,0.2396359904525611,0.05984238603327683,0.09754636836433843,0.20535432600277587,0.18197949306983788,0.04193700904871983,0.08759784917641451,0.0
3,1.75,0.0,0.024518895646010227,0.0,0.005045054363864405,0.0,0.0,0.0,0.10001286786060705,0.0,0.10001286786060705,0.0,0.0,0.0,0.0,0.0,0.13743244018932832,0.0,0.0,0.0,0.17113478722713882,0.0,0.20880887217271032,0.020861852927087803,0.13507029131229162,0.035095682904518116,0.005031982708994837,0.017097277179737358,0.3671374322546259,0.0,0.3671374322546259,0.0,0.002156316535334645,0.0,0.10001286786060705,0.0,0.04528310441162191,0.25139296285859747,0.08778190677909055,0.14003858405287933,0.1598438330012064,0.14249567702447694,0.04101777706005923,0.10118807633791536,0.0
4,2.25,0.0,0.0056294147444673585,0.0,0.005519224416570238,0.0,0.0,0.0,0.06707918733291651,0.0,0.06707918733291651,0.31096884059602237,0.0,0.0,0.0,0.0,0.10232740580264432,0.0,0.0,0.0,0.13306286852887483,0.42520278540281914,0.21388090605616764,0.02354271068479804,0.10262733251752705,0.00174906339261179,0.005360413635363823,0.018611412449670798,0.19295783950088813,0.0,0.19295783950088813,0.0,0.002487436537019828,0.0,0.06707918733291651,0.0,0.05014411103059269,0.23330212919542154,0.13334330945015327,0.18906404784198264,0.1280346186744028,0.1128341905005222,0.04011869407390168,0.11356338033173846,0.0
5,2.75,0.0,0.0009725823433590599,0.0,0.006043895227780264,0.0,0.0,0.0,0.04640262386523384,0.0,0.04640262386523384,0.22421690956939427,0.0,0.0,0.0,0.0,0.084152824691328,0.0,0.0,0.0,0.1049804203645518,0.27973774062550916,0.20385711797288306,0.02657686672499969,0.08080710939530715,3.2082113269856895e-05,0.0057034514423439,0.02022084779026172,0.11207954938001716,0.0,0.11207954938001716,0.0,0.0028596599111814823,0.0,0.04640262386523384,0.0,0.0539652120611895,0.19991323898371263,0.2010062932417597,0.23144923728867584,0.10431740261056738,0.09082443932265655,0.039239318429648756,0.12382842722285618,0.0
6,3.25,0.0,0.00012486745899997076,0.40533570606152186,0.006624674576550266,0.06989730012360466,0.0,0.0,0.032764774041649354,0.3011987360254809,0.032764774041649354,0.18199831595928728,0.2813742059067889,0.0,0.0,0.0,0.07262162986547514,0.0,0.0,0.7406985536379146,0.08363024852329884,0.19739874370422705,0.18080504410041054,0.029992873946039823,0.06539704596463915,2.1660403343683076e-07,0.006061184104761819,0.021923093296074385,0.06952900203022225,0.0,0.06952900203022225,0.7406985536379146,0.003276420585470984,0.0,0.032764774041649354,0.0,0.05679928112825597,0.16271032476660632,0.2664408711134677,0.24890832637354593,0.08596005650330565,0.07433682823930418,0.03837921814806233,0.13118237096932722,0.0
7,3.75,0.0,1.182888979055988e-05,0.10865002761668328,0.007267729197646803,0.062004309282730416,0.0,0.0,0.023475804634612525,0.13227171522455747,0.023475804634612525,0.1530125663346344,0.12989974835062174,0.0,0.0,0.0,0.06447226135477606,0.0,0.0,0.3218411981371039,0.06708319621718853,0.1464307785343398,0.14921964475401037,0.03381097762345491,0.05409166557239664,5.383459005683556e-10,0.006433650801711694,0.0237136606731305,0.04514643231817906,0.0,0.04514643231817906,0.3218411981371039,0.003741172952247812,0.0,0.023475804634612525,0.0,0.05873622743453883,0.12820249708317238,0.264263021225844,0.23211814258317817,0.07140614857514671,0.061788045664990396,0.0375379707363675,0.13502172985288433,0.0
8,4.25,0.0669762534281699,8.231675518119542e-07,0.056890745072274464,0.00797980821370063,0.05784052346400388,0.0,0.0,0.017005448171251988,0.09017089528869239,0.017005448171251988,0.1308701144582033,0.09064055216160485,0.0,0.0,0.0,0.05830976944947904,0.0,0.0,0.18733531283886456,0.05408877682849861,0.11276387362031258,0.11459673876805355,0.038037138914479324,0.04554048897252593,4.925952734819884e-13,0.006820838657290769,0.025585796938097583,0.030307181041062385,0.0,0.030307181041062385,0.18733531283886456,0.00425734461860034,0.0,0.017005448171251988,0.0,0.059883119835128125,0.09906004580224277,0.19726695207931946,0.19006357982605085,0.05967532470466694,0.05207213677129591,0.03671516294487571,0.13502212324945567,0.0
