,abscisse,0,2,6,8,9,11,12,13,14,15,16,18,20,21,23,25,26,27,30,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,50,51,53,54,56,57,58,59,60,61,62,63,64,66,67,69,71,72,73,74,75,76,77,78,79,80,81,82,84
0,0.25,0.10728296017930167,9.390390715950293e-35,0.11800794339386945,0.008826886602805277,0.002794529650348541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.738046326301937e-05,0.0,0.0,0.47129653212376954,0.03478817047254825,0.0,0.2696471623076292,0.5721263623948171,0.0,0.5629004496461577,0.03668389324618637,0.023149628312600763,0.009990704091846122,0.3927816307960397,0.0,0.6308923123423402,0.0034472042306495365,0.0061157993012400875,0.0,0.0,0.0,0.0,0.464428663779729,0.0,0.0,0.11469834000622432,0.7069901821995641,0.003675584545176906,0.3840276844725311,0.6860949342341933,0.7069901821995641,0.0,0.0,0.2435796991076122,0.47412890997091767,0.020283276635817346,0.1943855106167562,0.11044631926046515,0.0359935122941512,0.0326653494744445,0.5032458560356263,0.0,0.0,0.0,0.1489756524109204,0.0,0.11505453058658956
1,0.75,0.12298721056911441,1.528331082317441e-29,0.1216914242741832,0.01069410872752376,0.003186852345872726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007103960470750801,0.0,0.0,0.2619977171777877,0.04691405381874331,0.0,0.16906087866924485,0.29718930828165596,0.0,0.245587051710304,0.12483377474866668,0.028267716940718095,0.011096586195713364,0.22340268405378716,0.0,0.7770984742739716,0.0038010103524788643,0.018805954127525334,0.0,0.0,0.0,2.2727739038553975e-08,0.27975684723085603,0.0,2.2727739038553975e-08,0.07717396271632414,0.22838531591072883,0.004091511286742487,0.2501397890416654,0.27437505522475325,0.22838531591072883,2.2727739038553975e-08,0.0,0.2178011693818963,0.23399500433992382,0.03477475753273777,0.1462632431317849,0.1994260872726675,0.05172667344389187,0.044908785566815664,0.23821924662866586,0.0,0.0,0.0,0.10098270037564162,0.08953715816604542,0.17936923218177678
2,1.25,0.12352087698241628,9.150751181041611e-25,0.11424886121675949,0.012651914514290338,0.0036172999892841867,0.0,0.7061710092368345,0.0,0.0,0.0,0.0,0.0,0.0,0.11641544442356681,0.0,0.0,0.0036065095967175247,0.0,0.0,0.19470966511212567,0.06335661471997121,0.0,0.13538973214375136,0.2009847428560895,0.40677188214819904,0.1560195947072856,0.22571343575562633,0.03293058792839846,0.012301812868594606,0.16492647244619457,0.34708719638029567,0.3377250236800982,0.004182758813122274,0.03634190857124685,0.0,0.0,0.0,0.7979936072719561,0.20535434269488523,0.0,0.7979936072719561,0.06415438049124163,0.082426786340891,0.0045479586118523894,0.17695890288167154,0.15707047748978287,0.082426786340891,0.7979936072719561,0.4411639325858102,0.1768705252206023,0.16112800367909869,0.055571365772256395,0.12508888075205163,0.3451474284358221,0.07704830229402314,0.06418366361182058,0.16444128864457533,0.0,0.0,0.0,0.08386438626638956,0.4064965463177399,0.2564831346844247
3,1.75,0.11729187203707302,2.0155870788600023e-20,0.10378878825842464,0.014670658472707642,0.004087183508276423,0.0,0.3239948448867281,0.0,0.0,0.0,0.0,0.0,0.0,0.08140700947489188,0.0,0.0,0.013331159573623547,0.0,3.732175815620103e-07,0.15600509996593467,0.0849738874977457,0.0,0.11632102933403488,0.1469884116962193,0.2615955582251817,0.11080574888597039,0.28453270041832485,0.037013430844942866,0.013610275506073308,0.13154966297512732,0.15422245011564717,0.05178654823353523,0.004593639077591824,0.05421222549144599,3.732175815620103e-07,0.0,0.0,0.3671374322546259,0.15984383228317037,3.732175815620103e-07,0.3671374322546259,0.056770107386728615,0.024518895646010227,0.0050478596559439684,0.13237864498898794,0.10001286786060705,0.024518895646010227,0.3671374322546259,0.23999660096646008,0.1412293493146413,0.12247398079312453,0.08277496113141124,0.1110823805028094,0.357274809994957,0.11803602157302949,0.0954888142372251,0.12562855341549878,0.0,0.0,0.0,0.07396496032823893,0.3177058591618568,0.2658445540447049
4,2.25,0.10853804011618724,1.6332471263339103e-16,0.09324443968182128,0.01672181842112368,0.004597556798233906,0.0,0.19684747402561242,0.0,0.0,0.0,0.0,0.47686440850598255,0.0,0.0686528943542645,0.3337830728628114,0.0,0.037312714953132466,0.0,0.8140681741976438,0.1286457440444394,0.11178771554754795,0.0,0.10325586683203022,0.1116875004711949,0.18315857742970473,0.08309781964658804,0.28864485985810034,0.040463307535652325,0.015024928023112954,0.10896794714725014,0.10558936586391672,0.0028018031747623602,0.0050347711420304616,0.06919788152801146,0.8140681741976438,0.0,0.0,0.19295783950088813,0.12803460835741076,0.8140681741976438,0.19295783950088813,0.05178351623322044,0.0056294147444673585,0.00559420243047714,0.10310218372534087,0.06707918733291651,0.0056294147444673585,0.19295783950088813,0.1779200895552007,0.11347252806479621,0.09769536897348058,0.11492323710808734,0.10044739767263627,0.21160255658454122,0.18024668150065584,0.145990323419842,0.10008397339937629,0.0,0.0,0.0,0.0671733774135405,0.21879780694197798,0.1932746330740012
5,2.75,0.09923117862317041,4.86864106605802e-13,0.08358382281173052,0.018778564452295997,0.005149184696112947,0.0,0.1299868042714707,0.0,0.0,0.0,0.0,0.30412822078727914,0.0,0.06120096167383877,0.16442908046630056,0.0,0.08181544269153065,0.0,0.3662868971248801,0.10724031560342442,0.1418369807549055,0.0,0.09333192193488068,0.08681584849817603,0.13582948625087657,0.06436922335906647,0.2556595236523616,0.0432772346399944,0.016547535512545206,0.09231381464590396,0.0821217012320019,5.348424017054948e-05,0.005507188680380502,0.07998462172869959,0.3662868971248801,0.0,0.0,0.11207954938001716,0.10431738686852414,0.3662868971248801,0.11207954938001716,0.048088384554988824,0.0009725823433590599,0.006190002763402643,0.08278435187423039,0.04640262386523384,0.0009725823433590599,0.11207954938001716,0.14351209918434635,0.09235544029043664,0.08019873961335477,0.14872283674019054,0.09179443618204075,0.1164827620450303,0.25347552027550785,0.21724755905771895,0.0812528908472728,0.0,0.0,0.0,0.062073537362686296,0.154028441267203,0.12428838669845935
6,3.25,0.09024414069709759,5.339113229525704e-10,0.07504409908693169,0.02081615773091894,0.005742513690985299,0.0,0.08940022531661147,0.0,0.0,0.414595610638935,0.0,0.2091339429627739,0.0,0.05605435479840167,0.1165276105486539,0.7406985536379146,0.14476978739582397,0.0,0.18830516808992376,0.08957340393560748,0.17010409055941506,0.0,0.08528728253301035,0.0685089003370979,0.10499852327791749,0.0509448877745013,0.20762980442481876,0.04548426948337921,0.018178405876978034,0.07938024738232297,0.06793549737125432,3.6023210973704987e-07,0.006011821421595906,0.08656737867167837,0.18830516808992376,0.0,0.0,0.06952900203022225,0.08596003781507293,0.18830516808992376,0.06952900203022225,0.04518568355377104,0.00012486745899997076,0.006838272101217348,0.06807403900032007,0.032764774041649354,0.00012486745899997076,0.06952900203022225,0.11997815310148167,0.07624400186353686,0.06710179783618847,0.17939420554858512,0.08446093752726018,0.06997584955105034,0.28976393293972535,0.27629445009488196,0.0664626312748628,0.0,0.41511415481172703,0.0,0.05802231701253964,0.11272729071905317,0.08147071840558698
7,3.75,0.08192929676011557,2.1539520085086552e-07,0.06759736870035578,0.02281221013457235,0.006377646038184082,0.0,0.06299213739932881,0.0,0.0,0.1912051020242553,0.0,0.1517403186609176,0.0,0.05217140728359384,0.09198713704323733,0.3218411981371039,0.21214152218428897,0.0,0.10696187189280243,0.07458899080951555,0.1890532161254343,0.0,0.07847043122377041,0.054646789231544764,0.08375209991961914,0.040942428780985606,0.15942965485076815,0.0471321386868499,0.019916111410558063,0.06898805767895047,0.0582752056394144,8.560683685381825e-10,0.006549476910021999,0.08957066716347385,0.10696187189280243,0.0,0.0,0.04514643231817906,0.07140612849706184,0.10696187189280243,0.04514643231817906,0.042811573134620494,1.182888979055988e-05,0.00754197982209242,0.057060749649051244,0.023475804634612525,1.182888979055988e-05,0.04514643231817906,0.10202435533164537,0.06380886652928425,0.05691092727097841,0.20169730688958604,0.07807899036213883,0.04590269880112934,0.25114319600738544,0.26144177428493265,0.05442277322954274,0.0,0.2444977255480161,0.0,0.05467762049114236,0.08551581924934941,0.05623456969386527
8,4.25,0.0743948920959498,3.1967482213810956e-05,0.06112923269708524,0.024746831382836405,0.0070543178864261435,0.0,0.04510341200875221,0.0,0.22731657347870474,0.13255299668865267,0.0,0.11461323673208447,0.0,0.04907602128266188,0.07654325406035507,0.18733531283886456,0.263338936200217,0.0,0.06487967927315996,0.06172849404056544,0.1920912056336068,0.0,0.07250919658713653,0.043941942205639246,0.06846512990853029,0.03328334930759713,0.11806720557847354,0.04827784972723453,0.021757209617547523,0.060435473611165594,0.051187782547316894,7.178028716132585e-13,0.0071208218270203015,0.08980478323770887,0.06487967927315996,0.0,0.0,0.030307181041062385,0.059675304241042185,0.06487967927315996,0.030307181041062385,0.04081123354671898,8.231675518119542e-07,0.008304009763782618,0.04858812469690954,0.017005448171251988,8.231675518119542e-07,0.030307181041062385,0.08743129321918977,0.05407457553584302,0.04876089127983584,0.21137456341987346,0.07242264214299396,0.03222884243264751,0.1777140332516275,0.19094289680841328,0.04443295601734984,0.0,0.18133741524297103,0.0,0.05183754662864853,0.06686412842741753,0.04079033288553148
