,abscisse,0,1,2,6,8,9,11,12,13,14,16,18,20,21,22,23,25,26,27,28,29,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,62,63,66,67,69,71,72,73,74,75,76,77,78,79,80,81,82,84
0,0.25,0.08360068204584448,0.15512973146737086,0.0,0.0,0.015342182598059499,0.0,0.0,0.0,0.0,0.05281945694706043,0.0,0.0,0.35536469840932255,0.015238715169317655,0.0,0.013703509639145345,0.0,0.020349985341599302,0.0,0.0,0.0017083928609034644,0.07921748886198829,0.0,0.27204174712686785,0.0,0.55582021775486,0.22604037440825694,0.7061630153519199,0.07499106142568618,0.04166865237993176,0.008167328978784118,0.4609083901496457,0.00015392343759355553,0.1845963187013506,0.0027383003596833707,0.01338693049236002,0.6860949342341933,0.0,0.0,0.0,0.0,0.09384301735248571,0.0,0.06456800749135332,0.09182499088951587,0.7446895067709088,0.007881794053405299,0.5273800518494581,0.0,0.0,0.0,0.0,0.0,0.06347466759895866,0.012396968146232323,0.1988273876662711,0.11633043693432989,0.046141578941974466,0.25041607970102836,0.0,0.0,0.0,0.11264748983202075,0.0,0.22554495461594656
1,0.75,0.06502997698727143,0.1808439837870368,0.0,0.0,0.017090659128076956,0.0,0.0,0.0,0.0,0.04642839718522003,0.0,0.0,0.23655863625971524,0.01672427315220495,0.0,0.028729616756047044,0.0,0.027075365002258454,4.12767163849882e-68,7.343952109423552e-132,0.002747901315743358,0.11836703550168479,0.0,0.09727478956114585,0.0,0.32223265146990077,0.21651983103867933,0.28469126654602067,0.10712712258217187,0.06561253832853854,0.009040973102058057,0.29753294808516745,0.0035288296139575023,0.22546645280804337,0.002957251775980746,0.01495672603090157,0.27437505522475325,0.0,0.0,0.0,2.2727739038553975e-08,0.12177189996226105,2.2727739038553975e-08,0.08027222568744868,0.06620236992428534,0.30913712779734936,0.008389179134165654,0.2600893512221041,0.0,0.0,0.0,0.0,0.0,0.061460063325114854,0.01776780734287679,0.2516182958358089,0.15093513924427537,0.06204372821823691,0.4543570138383958,0.0,0.0,0.0,0.12388691223801367,0.0,0.2271605090660791
2,1.25,0.057294343095001136,0.16945265866259515,0.0,0.0,0.018874723187249906,0.0,0.0,0.0,0.0,0.0435227182798124,0.0,0.0,0.17002529601949887,0.018366381670221726,0.0,0.04533157326878097,0.0,0.037589016300583644,0.0016561371511053173,3.7917668084682615e-42,0.004304953930548894,0.17987769059768044,0.0,0.05943099183384496,0.0,0.19330968252839414,0.1812032742794185,0.1621526996648395,0.15428961027488508,0.08023000926657332,0.010000863110331616,0.22229185959919215,0.013304276574142179,0.24917896664512498,0.0031904716719338023,0.01677026717264497,0.15707047748978287,0.0,0.0,0.0,0.7979936072719561,0.13676358432051908,0.7979936072719561,0.09543339571838619,0.05683036646354444,0.16059928174520405,0.0089164387275396,0.18160291595463046,0.0,0.0,0.25898368493125856,0.0,0.30481730545665714,0.05950940042876749,0.023293302023400547,0.28074226713862865,0.1678049513396216,0.0830838384095899,0.5192151536137227,0.0,0.0,0.0,0.12019647584511221,0.3095633484583176,0.1912425483941292
3,1.75,0.052378823191718625,0.14747797404212276,0.0,0.0,0.020675656550420033,0.0,0.0,0.0,0.0,0.04158268981184536,0.0,0.0,0.12876905077043677,0.020177855765141108,0.0,0.060281315834887175,0.0,0.05512384183876414,0.12425075933456402,2.539983850633157e-18,0.00656773472147246,0.24726194934356757,0.0,0.042743858893886495,0.0,0.1262508302876196,0.14692648714662568,0.10231297526373928,0.2084748561142993,0.08713006261175824,0.01105303791919594,0.17343565568383493,0.02632279166304002,0.24917896664512498,0.0034385632226806495,0.018870950324120474,0.10001286786060705,0.0,0.0,0.0,0.3671374322546259,0.14018995685677432,0.3671374322546259,0.10892608562871493,0.0513648880968651,0.07966418725743853,0.009463248524807316,0.13862504792733782,0.0,0.0,0.1792110436734045,0.0,0.11285798885955822,0.05762064863631489,0.028624388510312602,0.27616775201141053,0.16896195234868056,0.10946769394941282,0.3882311413754236,0.0,0.0,0.0,0.11126116046368482,0.14476167732768044,0.1544179281642432
4,2.25,0.04875698633653957,0.12531951664496213,0.0,0.0,0.0224744649876733,0.0,0.3067146452509496,0.0,0.0,0.04009843490943624,0.0,0.0,0.10129956446347854,0.02217058927724852,0.0,0.0718840515039186,0.0,0.08668057293554592,0.2226524687109165,2.4607536448357408e-09,0.00975590719064629,0.25097577675460114,0.2150375925189424,0.033329375814564216,0.0,0.08825150069594337,0.11907491469836322,0.06785874914788571,0.23242974649159734,0.08889745862445919,0.012203315455906845,0.1382128383803645,0.038722892752647016,0.22546645280804337,0.0037021225091892858,0.021309277257671004,0.06707918733291651,0.0,0.0,0.0,0.19295783950088813,0.13552039308594438,0.19295783950088813,0.1197774767876026,0.04760002665078324,0.03559280184409702,0.010029174647022555,0.10940948349801184,0.0,0.0,0.14978183209257337,0.0,0.06996668134503525,0.055791843397085275,0.03351953260784835,0.2395177497617982,0.15955016921494425,0.1394917192256454,0.19644097356797133,0.0,0.4347500132967282,0.0,0.10109401569308414,0.1015630939496192,0.12435801873302815
5,2.75,0.04587528178859967,0.10600867442059198,0.0,0.0,0.02425233495629113,0.0,0.15418095422229364,0.0,0.0,0.03887918634099201,0.0,0.0,0.08202179634610007,0.02435460933392842,0.0,0.07973022874550054,0.0,0.1475399565637834,0.2171910267402293,2.683368606816931e-05,0.014107479879827042,0.18573883542124744,0.14068493274502236,0.02728080203687718,0.0,0.06493451550602804,0.09742244851052403,0.04635875616925391,0.1997316246117863,0.0875508030705567,0.013457100925383774,0.11153901253812554,0.04866704155891391,0.1845963187013506,0.003981734498798701,0.024142963552309375,0.04640262386523384,0.0,0.0,0.0,0.11207954938001716,0.12614387749948677,0.11207954938001716,0.12728527784936955,0.04476553811960967,0.014003369081754917,0.010613669290658595,0.08737537451152803,0.0,0.0,0.13190144744537602,0.0,0.05017031189257691,0.05402108247323,0.03783464840038788,0.18314793101869284,0.14451857506402474,0.16827954222139768,0.0692958448136398,0.0,0.20038621166845075,0.0,0.09124620804569518,0.0803303380605849,0.10110797249876884
6,3.25,0.04347247765231298,0.08997880977623522,0.0,0.0,0.025991054474455173,0.0,0.11179301781515866,0.0,0.0,0.03783299550295215,0.7311052840584314,0.274510533803827,0.06793379970321715,0.02673682089198144,0.0,0.08414363323737484,0.44745422713645955,0.25991591325160535,0.1829027625330621,0.0026616433599111707,0.019855700437562823,0.1224755080326158,0.11320037441728047,0.023066657189442674,0.0,0.049687784018806844,0.08069405302854968,0.03229670770210595,0.1449688290356217,0.084433794381059,0.01481915709840413,0.09076847939865272,0.05579498472136829,0.13675231636472987,0.004277968706835188,0.0274360780354757,0.032764774041649354,0.0,0.7406985536379146,0.0,0.06952900203022225,0.11459783872842239,0.06952900203022225,0.1310823094964782,0.0425085502898336,0.004797725998018946,0.011216066959379956,0.06985855965194354,0.0,0.0,0.1188341211818423,0.0,0.03841805925374763,0.05230652283531337,0.04150216951561439,0.12347126762934002,0.12744670100121333,0.18806047060563102,0.017499470613280256,0.0,0.1357657892245934,0.0,0.08225686620813924,0.06734528578137033,0.08327333622012043
7,3.75,0.04140516047766118,0.07687791334290964,0.0,0.0,0.027673386253194578,0.0,0.09029326583416028,0.0,0.0,0.03690859254037226,0.3234693119381691,0.12772206568645939,0.05730206868498929,0.029319403683173043,0.0,0.08574910478882791,0.3057784922832098,0.3672249784589443,0.1486576794006555,0.028826296190976167,0.027195607034929545,0.08170941757928148,0.09685122983306797,0.019962744237204046,0.0,0.039204762132787556,0.067680742618817,0.022814783064892694,0.10046097209082692,0.08039003351607733,0.01629333548072677,0.07430700348288201,0.06040491950646728,0.09166781900108606,0.00459137454359642,0.031256402196928726,0.023475804634612525,0.0,0.3218411981371039,0.0,0.04514643231817906,0.10252488495325529,0.04514643231817906,0.13114449893348634,0.04064022920961988,0.0014224098785113953,0.011835581353386169,0.055580475958004374,0.0,0.0,0.10828865864764044,0.0,0.030461001026202607,0.05064638147990251,0.0445092574703751,0.07338873010205807,0.11052066109454523,0.19170486033045875,0.0032394477528372633,0.0,0.10311856508966157,0.0,0.07425357918237926,0.05843287588397801,0.069498182812371
8,4.25,0.03958634169750839,0.0661919579300701,0.0,0.0,0.02928338472294874,0.22127027811954536,0.07683156046874864,0.0,0.0,0.03607450779578161,0.19088296461938967,0.08944800739652019,0.04906607706077521,0.03209785201154815,0.0,0.08522134534493447,0.21916918848731698,0.2950191635767673,0.12058565920491487,0.09968258833461566,0.03624210047647703,0.057024740709915325,0.08538513078373255,0.017581887253989372,0.33432819742929415,0.03170170601607116,0.0574406415793576,0.016284298580681405,0.0706536380332538,0.07593459003319879,0.0178822691383083,0.06110282841152355,0.06298898815645665,0.055599342733147004,0.0049224763546114195,0.0356697624446771,0.017005448171251988,0.0,0.18733531283886456,0.0,0.030307181041062385,0.09087484688764486,0.030307181041062385,0.12775073860608252,0.03904866308851095,0.0003634887678658489,0.012471302985295953,0.04383926016961942,0.0,0.0,0.09925045590346296,0.0,0.024629518158945266,0.04903893051175642,0.04687925042182439,0.03845850649785276,0.09488739565052029,0.17773965611327688,0.0004490298330113099,0.0,0.08281724198691694,0.0,0.06720168045176347,0.0518582745501781,0.05872938483517305
