,abscisse,0,1,6,8,9,11,12,13,14,15,16,18,20,21,22,23,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,46,47,48,49,50,51,53,55,56,57,59,60,61,62,64,66,71,72,73,74,75,76,77,79,80,81,82,84
0,0.25,0.03655720279351305,0.31622508060802973,0.0,0.010226421133411276,0.6860949342341933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312813834588762,0.0,0.0,0.0079500666214284,0.0,0.12168275347882081,0.01175377391432032,0.0,0.0,0.0,0.04410904957676482,0.01102291922265759,0.0,0.0,0.0,0.0,0.44974869275688384,0.45349775521506336,0.04875795802308766,0.018339665561151793,0.0049281468261081155,0.0,0.029698425808563106,0.6860949342341933,0.024139688212589754,0.0,0.0,0.0,0.0,0.0,0.23516614302291472,0.0,0.2088245293926695,0.7403303779451346,0.0,0.41955635761997073,0.7069901821995641,0.0,0.025441402744634436,0.5240040057571816,0.0844607862634757,0.049618062378219446,0.033289105024389073,0.00801273224976352,0.20753701886281917,0.0,0.0,0.0,1.1426765033211368,0.2435796991076122
1,0.75,0.05128054578824968,0.12437377535501322,0.0,0.011855286888521631,0.27437505522475325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389316813271232,0.0,0.0,0.010963617048225691,0.0,0.11217567084160832,0.012485596686384685,0.0,0.0,0.0,0.05364118453033313,0.012897851101882057,0.0,0.0,0.0,0.0,0.26237139622297595,0.2701688637778076,0.06363988141755801,0.046516936762342045,0.006566178689914349,0.0,0.035624621105612694,0.27437505522475325,0.028909951219038454,0.0,0.0,0.0,0.0,0.0,0.2637954724011335,2.2727739038553975e-08,0.07296645954709535,0.3638998955772796,0.0,0.20704913832325836,0.22838531591072883,0.0,0.04954800311678833,0.32109801065528165,0.1108511698584248,0.08513928991855187,0.051437370129405954,0.029168761393403565,0.28713240167202686,0.0,0.0,0.0,0.33911878164919074,0.2178011693818963
2,1.25,0.061621361700386935,0.08048117368190837,0.0,0.013587964614950905,0.15707047748978287,0.0,0.0,0.0,0.048325562614331845,0.0,0.0,0.0,0.0926532184375618,0.0,0.0,0.01442839169374488,0.0,0.10356965308860687,0.01324187691705003,0.0,0.0,0.0,0.06383043949318877,0.014991041460206418,0.0,0.0,0.0,0.3775188230090418,0.1994526898494211,0.19853010041664162,0.08448765619579514,0.07070152632273718,0.008529957819886875,0.18907254326648149,0.04163261730700922,0.15707047748978287,0.03351314006014444,0.0,0.0,0.0,0.0,0.0,0.23168629774678096,0.7979936072719561,0.044386588344611,0.22171738259042006,0.0,0.14783612021513057,0.082426786340891,0.0,0.08635042111532702,0.230830492684002,0.12179782022040259,0.16648951649512297,0.07947954875599904,0.0686743400553675,0.2864149565537126,0.0,0.0,0.0,0.11795140201414714,0.1768705252206023
3,1.75,0.0679286622543301,0.0603291613501758,0.0,0.015407724609303704,0.10001286786060705,0.0,0.0,0.0,0.047157798445000634,0.0,0.0,0.0,0.07087043872337616,0.0,0.0,0.018244275237272452,0.0,0.09576483255252173,0.014021477940598066,0.0,1.8134752899424388e-38,0.0,0.07432178393570349,0.017307003147258058,0.0,0.0,0.0,0.16218877253838518,0.16224554223305457,0.15525632993803587,0.11269916588186793,0.08554673549064555,0.010823535965255366,0.171190789843498,0.04751691080813135,0.10001286786060705,0.0377855376873888,0.0,0.0,0.0,0.0,0.0,0.1869801124439988,0.3671374322546259,0.03190319221644693,0.14397312070388324,0.0,0.11732447565738988,0.024518895646010227,0.0,0.13466537645862997,0.17398851512626592,0.12229011404805368,0.3549024227836361,0.12280951873248855,0.11884352303612208,0.24411123101425325,0.0,0.0,0.0,0.04300299560531766,0.1412293493146413
4,2.25,0.0711068468880038,0.048568635670038086,0.0,0.01729552552299404,0.06707918733291651,0.0,0.7081395830531961,0.0,0.046018254013349066,0.0,0.0,0.0,0.05794274255472574,0.0,0.0,0.022290800172145506,0.0,0.08867395738126793,0.014823055705063768,0.0,1.1000284880280473e-10,0.0,0.08467656494080317,0.019845834132960014,0.0,0.0,0.0,0.10914599751574175,0.13534882865772663,0.12516278080924112,0.14662778676610064,0.09217603679106473,0.013436955281333443,0.15500024143741659,0.05308239194005478,0.06707918733291651,0.04160337678855615,0.0,0.0,0.0,0.0,0.0,0.1471858807755025,0.19295783950088813,0.024893072031927727,0.09644388530523315,0.0,0.09776648594683467,0.0056294147444673585,0.0,0.18793194639477742,0.13421334418587952,0.11692535044513294,0.49481615162858555,0.1897617453466867,0.16498381185503275,0.1930237410278275,0.0,0.0,0.0,0.016042784532093846,0.11347252806479621
5,2.75,0.072040949430357,0.04078124063837427,0.0,0.01923058431129349,0.04640262386523384,0.0,0.32006865437598836,0.0,0.04490624734175584,0.0,0.0,0.0,0.049273731130616234,0.0,0.0,0.02643924209905782,0.0,0.08222060911847084,0.015645053872706337,0.0,3.081447425165548e-05,0.0,0.09439938255892287,0.02260247211441852,0.0,0.0,0.0,0.0837846914586524,0.11390473581908103,0.10274316401191988,0.17632145354223153,0.09315825777223041,0.01634583831517694,0.1403409470600215,0.05815699214066234,0.04640262386523384,0.04488439217822254,0.0,0.0,0.0,0.0,0.0,0.11574189778856006,0.11207954938001716,0.020400791145250056,0.06581174244817233,0.0,0.08368047498816157,0.0009725823433590599,0.0,0.23469208205826142,0.10496541665704533,0.10876258024114636,0.2822885634178863,0.29321440527308773,0.19528788460230254,0.14767093069044598,0.0,0.0,4.493379982315234e-07,0.006067351795272413,0.09235544029043664
6,3.25,0.07143937192240042,0.035201871403299216,0.0,0.021190983313051134,0.032764774041649354,0.0,0.19308069373707254,0.0,0.04382111293383255,0.0,0.0,0.0,0.04300013563260369,0.0,0.0,0.0305632918393495,0.0,0.07633769787384011,0.01648570052714215,0.0,0.0022159936631471516,0.0,0.10297549570818715,0.025566024216991827,0.0,0.0,0.0,0.06851346326727509,0.09592030387532255,0.08535768228467008,0.18437692130832103,0.09070553991251906,0.01951201613306983,0.12706808373617617,0.06260069509135438,0.032764774041649354,0.04758482083453316,0.0,0.0,0.0,0.0,0.0,0.09180689054052478,0.06952900203022225,0.017275487642048518,0.04546381507687728,0.0,0.07277369364348867,0.00012486745899997076,0.0,0.26227048600729497,0.08284440282244401,0.09960015320013654,0.13322358040771287,0.45306648767684154,0.2058084905328146,0.11174645080755727,0.22027817327234217,0.0,0.02381084492859494,0.0023155833663597927,0.07624400186353686
7,3.75,0.0698259544819125,0.030982078469607086,0.0,0.023154284660119692,0.023475804634612525,0.0,0.12688874665145425,0.0,0.04276220137676894,0.0,0.0,0.0,0.03821600251565159,0.0,0.0,0.0345473729159751,0.0,0.0709661879736183,0.017343006646280752,0.0,0.014020041864890077,0.0,0.10991512153001455,0.028719215536347143,0.0,0.0,0.0,0.0581223563251046,0.08045643585544204,0.0715230493376214,0.1645920977246435,0.08636064655894633,0.02288510862912614,0.11505052571125401,0.06631065158331137,0.023475804634612525,0.04969371288196612,0.0,0.0,0.0,0.0,0.0,0.0737219080988538,0.04514643231817906,0.014975368593912295,0.0316831910442088,0.0,0.06390929820896613,1.182888979055988e-05,1.5236421288727286e-06,0.2622729851382404,0.06581218900617374,0.09041873074755456,0.07111390562939136,0.7000653397797788,0.1992182763800505,0.08463329696833174,0.17126002757125494,0.0,0.0867458489620832,0.0008894680976647715,0.06380886652928425
8,4.25,0.06757361396868453,0.027661636929074366,0.0,0.025098125169365267,0.017005448171251988,0.0,0.08695028776434607,0.0,0.041728878953211326,0.0,0.3086689743765998,0.0,0.03442523629177833,0.0,0.0,0.038292299482819786,0.0,0.06605401561301377,0.018214766489619835,0.0,0.03435060677642789,0.37757832240961486,0.11479945154066705,0.03203800109832516,0.0,0.0,0.0,0.05048867518403198,0.06702664627626385,0.060315718445207875,0.1310645997621451,0.0811085331478033,0.026404882523203412,0.10416954895939233,0.06922265361530815,0.017005448171251988,0.05122608204979619,0.0,0.0,0.0,0.0,0.0,0.05998820297250768,0.030307181041062385,0.013211696051942771,0.022224809618163813,0.0,0.056458156503537825,8.231675518119542e-07,0.8222520239980475,0.23469879060280524,0.05253708327230167,0.08171362227568704,0.042888493493073,0.0,0.18118964198237986,0.0645534691989395,0.1374102383719877,0.0,0.12059408489396164,0.00034332361007116473,0.05407457553584302
