,abscisse,0,6,8,11,14,16,21,23,24,25,26,32,33,35,37,38,39,40,41,42,43,45,47,48,49,51,53,54,56,57,59,60,61,62,63,69,71,72,73,74,75,76,77,78,79,81,82,84
0,0.25,0.025536802725429384,0.0,0.011426935645925299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4274661280676131,0.0,0.18265334453894463,0.2674838486470473,0.0,0.1533347365753884,0.0,5.253991339937095e-05,0.09241721669023387,0.10399144723562376,0.0,0.0,0.0,0.1264983247051102,0.0,0.0,0.0,0.0,0.6860949342341933,0.0,0.7069901821995641,0.2696634504259191,0.46442888194572696,0.0,0.0,0.0,0.0,0.04047760599042603,0.09268082454836048,4.096147888854566e-09,0.1133857689933199,0.4139768663626622,0.7069901821995641,0.41688736046068264,0.03869955941655493,0.06226770573073819,0.2949974755450056
1,0.75,0.024747068532824868,0.0,0.012224212946209423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15561876787755782,2.2727739038553975e-08,0.10656523572130187,0.13638211530106625,0.0,0.2042634156310003,0.0,0.004775653213951614,0.11033710225812936,0.08943886724883615,0.0,0.0,0.0,0.19161634503783911,0.0,0.0,0.0,0.0,0.27437505522475325,0.0,0.22838531591072883,0.18769114301824044,0.2797569155732121,0.0,0.0,0.0,2.2727739038553975e-08,0.05207547052158361,0.17654218233375277,0.06056376139302762,0.18510139125745328,0.3058794411984969,0.22838531591072883,0.2579773156114051,0.1246596532362972,0.053479977231561865,0.145590182389755
2,1.25,0.024066392170544203,0.18455113072291604,0.013050997808641883,0.0,0.0,0.0,0.0,0.0,0.31703728994517305,0.0,0.0,0.09202816067429233,0.7979936072719561,0.08289452724566734,0.09961729708867666,0.7061710092368345,0.23412550936155863,0.19974559417890256,0.020789862628919853,0.11341720354779843,0.0817185929754015,0.0,0.7395710098559336,0.0,0.253198495502499,0.0,0.0,0.0,0.0,0.15707047748978287,0.0,0.082426786340891,0.13992134773287979,0.20535436451287398,0.0,0.0,0.0,0.7979936072719561,0.060057047506224925,0.3537083004750303,0.23030718908746103,0.22251114695123878,0.20856215283027377,0.082426786340891,0.19392476554236035,0.1754242135611412,0.04975917814756637,0.10453890806849109
3,1.75,0.02347218192588586,0.14251131697357672,0.013905838966964392,0.0,0.0,3.732175815620103e-07,0.0,0.0,0.21644847307318169,0.0,0.0,0.06284610608661965,0.3671374322546259,0.07020420009973438,0.0809166322518966,0.3239948448867281,0.21709723761156302,0.17387918754670809,0.039877436363765964,0.10939990986559626,0.07601628685219589,0.0,0.3239555363365465,0.0,0.23832627376022067,0.0,0.0,3.732175815620103e-07,0.0,0.10001286786060705,0.0,0.024518895646010227,0.10930076993982214,0.1598438313445982,0.0,0.0,0.0,0.3671374322546259,0.06490174904112163,0.44868607205141464,0.24574150268056677,0.2243416084807977,0.14664778462326708,0.024518895646010227,0.1544353574378948,0.18555631682567733,0.04740786190447889,0.08388663918906676
4,2.25,0.022948028335391862,0.114254555916329,0.014787008654143173,0.0,0.0,0.8140681741976438,0.0,0.0,0.1586041099909031,0.0,0.0,0.04604280209342706,0.19295783950088813,0.061964478993369744,0.06920485150734872,0.19684747402561242,0.1687991808060228,0.15207799125875382,0.05523225672964859,0.10244073216774435,0.07133420046983184,0.0,0.18939314162719373,0.0,0.1684749365378717,0.0,0.0,0.8140681741976438,0.0,0.06707918733291651,0.0,0.0056294147444673585,0.08832410150085429,0.1280345948721788,0.0,0.0,0.0,0.19295783950088813,0.0673234473052571,0.2596854043100699,0.20583175912006352,0.20410768488936643,0.10742754229231186,0.0056294147444673585,0.12650300943892953,0.17429618929994414,0.045692553526152466,0.07106552649373955
5,2.75,0.02248167269172128,0.0942008163924514,0.015692498370130266,0.0,0.0,0.3662868971248801,0.0,0.0,0.12200192516307251,0.0,0.0,0.035172149751723655,0.11207954938001716,0.05604269059161807,0.06101669647199481,0.1299868042714707,0.12047573879666254,0.13359762790631782,0.06538004046417045,0.09456415721162496,0.06729023071017062,0.0,0.12062357571508503,0.0,0.1104771520801809,0.0,0.0,0.3662868971248801,0.0,0.04640262386523384,0.0,0.0009725823433590599,0.07323126105605848,0.10431736629228693,0.0,0.0,0.0,0.11207954938001716,0.06798248818595286,0.12928921603042245,0.16377180809423292,0.17489254382121933,0.08161345920401974,0.0009725823433590599,0.1053742631999428,0.15513193773792397,0.04434206192159989,0.062174301626430326
6,3.25,0.022063739732488766,0.07936999988178962,0.01662001731919306,0.0,0.0,0.18830516808992376,0.0,0.2760661588434955,0.09723078933436702,0.0,0.0,0.027623984370392183,0.06952900203022225,0.05150715408346116,0.05488381238008207,0.08940022531661147,0.08453895018121312,0.11784817448266068,0.07107206429912041,0.08671496931897435,0.0636954534289188,0.7406985536379146,0.08010582177984281,0.010025834569792304,0.0744569183623727,0.0,0.0,0.18830516808992376,0.24065944888791793,0.032764774041649354,0.0,0.00012486745899997076,0.06195413519704489,0.08596001338791674,0.0,0.4794502059977145,0.44500103955415393,0.06952900203022225,0.06740812341131588,0.07180938938683819,0.12999171253125272,0.14481917424122034,0.06390702234709823,0.00012486745899997076,0.08875653215958093,0.13468718707957056,0.04322685989221446,0.05556847846718377
7,3.75,0.02168691551900113,0.06804142647986128,0.01756699371460391,0.0,0.0,0.10696187189280243,0.0,0.20831008196310694,0.07960883651996839,0.0,0.0,0.022128910111852584,0.04514643231817906,0.04787753413045679,0.05006709498954627,0.06299213739932881,0.06023789126080732,0.10435856746689154,0.07349598601310788,0.07930888349999718,0.060441499173027324,0.3218411981371039,0.0545378651482557,0.017272909454830048,0.052660027728140914,0.0,0.0,0.10696187189280243,0.18509457273855126,0.023475804634612525,0.0,1.182888979055988e-05,0.05327187292883135,0.07140610225325351,0.0,0.2689373860178785,0.1833029166661257,0.04514643231817906,0.06599868903293701,0.044531435595771766,0.10437465330039444,0.11773443009174567,0.05130516441708266,1.182888979055988e-05,0.07535449426618088,0.11569993209643768,0.042275268818042715,0.05042338585775414
8,4.25,0.021345396211487712,0.059159674878450606,0.01853057912089495,0.0,0.0,0.06487967927315996,0.0,0.1628222339876091,0.0665802753544655,0.0,0.0,0.017991347546368466,0.030307181041062385,0.04487777172653744,0.04615010086590389,0.04510341200875221,0.04405608836096117,0.09274998188931362,0.07368991551793161,0.07250445831303477,0.05745973106830216,0.18733531283886456,0.03774874521609342,0.022237586157635922,0.03895625528456437,0.0,0.0,0.06487967927315996,0.14711312640348403,0.017005448171251988,0.0,8.231675518119542e-07,0.04642263354656375,0.059675277493304306,0.0,0.1926415239019229,0.11751299484298992,0.030307181041062385,0.0640444972347323,0.02998656877704018,0.0850695719464148,0.09490733198599452,0.04204803652950835,8.231675518119542e-07,0.06435708637530414,0.09906415029466184,0.04144357768381823,0.04627563078964037
