,abscisse,0,6,8,9,14,15,16,18,20,21,23,24,29,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,51,53,56,57,59,60,61,62,63,67,71,72,73,74,75,76,77,78,79,80,81,82,84
0,0.25,0.02359497861435718,0.0,0.007905720424040152,0.0,0.0,0.0,0.0,0.02001696989640103,0.0,0.0,0.34490017144504165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418404118242864,0.04285915491351745,0.22542635462308794,0.016080163012703992,0.22629680237372068,0.0,0.5726246518204537,0.005002812749676072,0.0562831844065922,0.0,0.0,0.0,0.7069901821995641,0.00642467077419971,0.7069901821995641,0.0,0.0,0.0,0.4566131575112977,0.0,0.0,0.044183848819727575,0.11268853913925106,0.03374532983793831,0.020896346064608558,0.3843774853372457,9.150751181041611e-25,0.464428663779729,0.0,2.3808766205471286e-05,0.20997982655373135,0.2786937195056351
1,0.75,0.02890490812982307,0.0,0.008665245053579735,0.0,0.0,0.0,0.0,0.022656078761701122,0.0,0.0,0.14315314677498078,2.2727739038553975e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34251707544937776,0.06467366527384624,0.1443981722626686,0.018130509348462758,0.20816038067040238,0.0,0.8331639521974968,0.006070296132232109,0.07609437727128841,0.0,0.0,0.0,0.22838531591072883,0.006873942082955033,0.22838531591072883,0.0,0.0,0.0,0.2772874115192691,0.0,0.0,0.05849412642511269,0.18235426957665973,0.05281511575555891,0.030984582382832724,0.4242893974542035,2.0155870788600023e-20,0.27975684723085603,0.0,8.515762584898044e-05,0.18574626570300415,0.19378594807871188
2,1.25,0.03348610067107641,0.0,0.009479433758556342,0.0,0.0,0.0,0.0,0.025619418102860978,0.0,0.0,0.09495428533237998,0.7979936072719561,0.0,0.9795373732926713,0.06312567492462796,0.0,0.0,0.3315273528042652,0.0,0.2044318174991034,0.10528101848514512,0.1170181078915711,0.020372377833812197,0.1651476505630997,0.0,0.3935587839676112,0.007260602403350971,0.08863287769045339,0.0,0.0,0.0,0.082426786340891,0.007343888414897813,0.082426786340891,0.0,0.0,0.0,0.2045496277889533,0.0,0.3855898799871722,0.0681241004175478,0.2750481293075902,0.08583357611883216,0.04452240656984908,0.31438309806735043,1.6332471263339103e-16,0.20535434269488523,0.0,0.00024853889697915054,0.15190296970621606,0.1442104641385885
3,1.75,0.03738875647323466,0.0,0.010349511041665177,0.0,0.0,0.0,0.0,0.02893806985089339,3.732175815620103e-07,0.0,0.07232610060887212,0.3671374322546259,3.732175815620103e-07,0.3727763848869728,0.06113299997227577,0.0,0.0,0.18999537240671419,0.0,0.13160981417852372,0.18471232174579877,0.1015350111479981,0.022806236605951886,0.1303563022245723,0.0,0.06035419426688332,0.00856885954787502,0.09502607052258734,0.0,0.0,0.0,0.024518895646010227,0.007834493616829148,0.024518895646010227,0.0,0.0,0.0,0.1598557641115611,0.0,0.15242497905817753,0.07370224110549468,0.3228795061278374,0.14223327208591494,0.061765304209235664,0.2115447797119045,4.86864106605802e-13,0.15984383228317037,0.0,0.0006143386499382222,0.12350079892640506,0.11242199363160571
4,2.25,0.04066740175559742,0.0,0.01127630772349399,0.0,0.0,0.0,0.0,0.03264272897095184,0.8140681741976438,0.1881396120039493,0.05890804982856801,0.19295783950088813,0.8140681741976438,0.18197647522432556,0.059203232237544104,0.0,0.26543927497748965,0.14576598805806662,0.4085618833514097,0.08788982963013653,0.3152520208584876,0.09099478804067723,0.025427915311186627,0.10471176338372885,0.0,0.0030048583962526596,0.00998727849144933,0.09695379060513033,0.0,0.0,0.3634837875419787,0.0056294147444673585,0.008345644939045554,0.0056294147444673585,0.0,0.0,0.0,0.12849855759188805,0.0,0.09690757464489752,0.07621153554198612,0.26487956052532674,0.22765692038700813,0.08242529628443855,0.14150823522686168,5.339113229525704e-10,0.12803460835741076,0.0,0.0013238747627048377,0.10149150758584166,0.09065525827901513
5,2.75,0.04337693406305901,0.0,0.012260198063425452,0.0,0.0,0.0,0.0,0.03676211217883048,0.3662868971248801,0.10927548150612015,0.049908033138126855,0.11207954938001716,0.3662868971248801,0.10286060167437534,0.057334385634310925,0.0,0.19087106469447276,0.12159808762077125,0.27136004300738675,0.05997012612265971,0.36606146375286325,0.0830626599961317,0.02822772921194732,0.08581454572853457,0.0,4.856901242603474e-05,0.01150536225972357,0.0958811846350034,0.0,0.0,0.1857330441274231,0.0009725823433590599,0.008877127103175031,0.0009725823433590599,0.0,0.0,0.0,0.10503827789301964,0.0,0.07093727990907697,0.07654800689489044,0.17287213735949034,0.3148556529641997,0.10544690623887198,0.09679586426603493,2.1539520085086552e-07,0.10431738686852414,0.0,0.0025447381520154423,0.08459441380274514,0.07500762848618882
6,3.25,0.04557067078644315,0.0,0.013301036335976357,0.0,0.0,0.7406985536379146,0.0,0.04132069067529841,0.18830516808992376,0.08482184279054904,0.043388122164785,0.06952900203022225,0.18830516808992376,0.06404506672129771,0.05552453678536516,0.0,0.1450404002898352,0.10545473201920995,0.19302368666482028,0.04149904397474906,0.24506854853937787,0.07670071389311332,0.031189663691856818,0.0716313053450149,0.0,2.5486678633568566e-07,0.013110211186200715,0.09290618168019782,0.0,0.0,0.13530227156799327,0.00012486745899997076,0.009428616754659624,0.00012486745899997076,0.0,0.0,0.0,0.08682182099440972,0.0,0.05562757450122282,0.07541289400724449,0.10677321833623231,0.32994297212732565,0.1289181857576498,0.06821633116294847,3.1967482213810956e-05,0.08596003781507293,0.0,0.004443548963932455,0.07150186522724152,0.06332876884250008
7,3.75,0.04729935707967875,0.0,0.014398094217035107,0.0,0.0,0.3218411981371039,0.0,0.0463355515324251,0.10696187189280243,0.07173195762958158,0.03840792377827813,0.04514643231817906,0.10696187189280243,0.042709756435608,0.053771823042275325,0.0,0.11463707692476287,0.09344006027866074,0.14417531589289997,0.029000742296529824,0.1379137497869478,0.07136799899007931,0.034290687876272895,0.06075546992257876,0.0,4.3419610249405905e-10,0.014786903048420067,0.08879935222924547,0.0,0.0,0.10926692996203678,1.182888979055988e-05,0.009999677377181968,1.182888979055988e-05,0.0,0.0,0.0,0.07233577849280336,0.0,0.04544505771920973,0.07332036743562836,0.06765864144025299,0.25585255949038144,0.15022602107475763,0.0495424171962147,0.0017453653900915203,0.07140612849706184,0.0,0.00715341805090173,0.0612110588187145,0.05434809950286293
8,4.25,0.04861067876243301,0.0,0.015550000521753737,0.0,0.34477610597833747,0.18733531283886456,0.0,0.05181216574267664,0.06487967927315996,0.06324065524987671,0.034453381843195026,0.030307181041062385,0.06487967927315996,0.02997928716198225,0.052074440567788566,0.0,0.09331678997352272,0.08387017622441381,0.11170123561265846,0.020412810577050362,0.0814069932075028,0.06675192974276424,0.0375002750064635,0.05224353237084739,0.0,2.401470778685717e-13,0.01651892532435969,0.0840829771530915,0.0,0.0,0.09265554936264374,8.231675518119542e-07,0.010589754746666923,8.231675518119542e-07,0.0,0.0,0.0,0.06062555731081069,0.0,0.038149244260902174,0.07063517227594025,0.04490429903443715,0.16451393646350249,0.1664993095021541,0.03699540614029516,0.03505660098713708,0.059675304241042185,0.0,0.010745266669607312,0.05299945274398807,0.04727242921793103
