,abscisse,0,1,6,8,9,13,14,15,16,18,20,21,23,26,29,30,31,32,34,35,37,38,39,40,41,42,43,47,48,49,53,56,57,58,59,60,61,62,66,67,69,71,72,73,74,75,76,77,78,80,81,82,84
0,0.25,0.006249454481085569,0.0,0.4720151505277697,0.004494995510631045,0.0,0.7069901821995641,0.003600369464131161,0.0,0.0,0.0,0.0,0.0012430313407101855,0.0,0.0,0.0,0.6860949342341933,0.0,0.0,0.0,0.464428663779729,0.163737534764723,0.21202650546380566,0.7925162669164566,0.2628773926416215,0.0,0.005835463945685351,0.06353135837274931,0.21609841541520824,0.0,0.0,0.0,0.0,0.0,0.7069901821995641,0.0,0.31523769067719887,0.0,0.0,0.0,0.5240040057571816,0.0,0.0,0.0,0.03899303210745761,0.07780600066969134,0.017657307267596848,0.05071782038046365,0.3198866048048982,0.46442811406381285,0.0,0.19084878248715303,0.34574046063496217,0.0
1,0.75,0.023093182823130068,2.2727739038553975e-08,0.2476981386413304,0.005199011135498337,0.0,0.22838531591072883,0.003976410768150638,0.0,0.0,0.0,0.0,0.0018699346427309025,0.0,0.0,0.0,0.27437505522475325,0.0,0.0,0.0,0.27975684723085603,0.15335190495289414,0.3799972686644102,0.36357995340933286,0.184595253098244,0.10946757278881321,0.007049919067420858,0.06753413922257935,0.6296458703784238,0.0,0.0,0.0,0.0,0.0,0.22838531591072883,0.0,0.4623278240662998,0.0,0.0,0.0,0.32109801065528165,0.0,0.0,0.0,0.05518128763814721,0.13362414019060984,0.036609815000293554,0.11972485059751092,0.1944256524926188,0.2797566750274708,0.0,0.06602617034524559,0.16854655336396662,0.0
2,1.25,0.04199876056687612,0.7979936072719561,0.1742919439372295,0.00596357645285735,0.0,0.082426786340891,0.004398734426152347,0.0,0.0,0.0,0.0,0.002758836158856477,0.0,0.0,0.0,0.15707047748978287,0.0,0.0,0.0,0.20535434269488523,0.13356420448377956,0.30387729690172816,0.209647041459689,0.1535470300894012,0.1980482461567693,0.008453335729006953,0.06826597397551862,0.0,0.0,0.0,0.0,0.6647301806659357,0.0,0.082426786340891,0.0,0.469100149701959,0.0,0.0,0.0,0.230830492684002,0.0,0.0,0.0,0.0668438665019609,0.23489600355115328,0.06776576419943148,0.18777867701392825,0.1530639367381425,0.2053542877195891,3.36475775246105e-168,0.040041955733175476,0.11874499929434823,0.23142094561401855
3,1.75,0.05693958861581068,0.3671374322546259,0.13378842272753141,0.006787303503810062,0.0,0.024518895646010227,0.004873655907008861,0.0,0.0,0.0,0.0,0.0039919079857905345,0.0,0.0,0.0,0.10001286786060705,0.0,0.0,0.0,0.15984383228317037,0.11469182308266408,0.15485212870469414,0.1293299963785424,0.13416963787924274,0.181689575013083,0.01006021627066292,0.06706869375636211,0.0,0.0003233561243554341,0.0,0.0,0.22792853259618676,3.732175815620103e-07,0.024518895646010227,0.0,0.32559487219825095,0.0,0.0,0.0,0.17398851512626592,0.0,0.0,0.0,0.07413441993092769,0.3580631382061231,0.11198578341221603,0.22776121356463608,0.1296564730435464,0.15984383464791782,5.013538305990071e-85,0.028738019883521353,0.09331448977123333,0.11624584849495795
4,2.25,0.06675485094099576,0.19295783950088813,0.10715576384815133,0.007668037901965259,0.0,0.0056294147444673585,0.005408378389401525,0.0,0.0,0.0,0.0,0.005664874104989853,0.41445341389675333,0.0,0.0,0.06707918733291651,0.6252455976510543,0.22967924490373418,0.0,0.12803460835741076,0.09870128948953866,0.08675940169976058,0.08243932275214486,0.11999639578860541,0.15214673576121576,0.011882879678542634,0.0647970360914774,0.0,0.004724124730817494,0.16224689687045943,0.0,0.11729369605202929,0.8140681741976438,0.0056294147444673585,0.0,0.15280173198923458,0.0,0.20784872597667306,0.0,0.13421334418587952,0.0,0.0,0.0,0.07792150115353455,0.3570633975018332,0.16521717462557833,0.23436621544881983,0.11353696486982798,0.12803464233617903,2.3749525915014542e-48,0.022404962293323477,0.07734864193376507,0.08436842763594957
5,2.75,0.07223131549969136,0.11207954938001716,0.08802140093620531,0.008602881752984954,0.0,0.0009725823433590599,0.0060111037928105675,0.0,0.0,0.0,0.0,0.00788415453267479,0.2743237990464361,0.0,0.0,0.04640262386523384,0.32041082654344916,0.1803040962424656,0.0,0.10431738686852414,0.0855457777491813,0.055077132085068536,0.053573757306655534,0.10873775378390636,0.12628383951977473,0.013930645354602925,0.06197503665395288,0.0,0.007600360961837089,0.11653917288589759,0.0,0.06808519942725393,0.3662868971248801,0.0009725823433590599,0.0,0.04790765351106044,0.0,0.14196093755149714,0.0,0.10496541665704533,0.0,0.0,0.0,0.07913347711209609,0.233503501800068,0.21761420240792456,0.2168629597807453,0.101199146043922,0.10431743871462525,1.3635545963290063e-29,0.01835280220844388,0.06618133366955539,0.06828400063844194
6,3.25,0.07452253060738283,0.06952900203022225,0.07352695137667001,0.009588230032582476,0.0,0.00012486745899997076,0.006691149279505196,0.0,0.7406985536379146,0.0,0.0,0.01076155715845391,0.19457287865829118,0.0,0.0,0.032764774041649354,0.2106539816225071,0.15403132452628365,0.0,0.08596003781507293,0.07476244553009415,0.03822318702129685,0.03525899875600954,0.09933120311915086,0.10574478456049892,0.01620898792837542,0.05891802004882219,0.0,0.01004361561487564,0.09831712190252344,0.0,0.041915646493963475,0.18830516808992376,0.00012486745899997076,0.0,0.009911393329878466,0.7406985536379146,0.11857518709173295,0.0,0.08284440282244401,0.7406985536379146,0.2173254213029295,0.0,0.07854776761941369,0.13278989077014608,0.25589336591482226,0.18735479606522443,0.09111609022733523,0.08596009936441511,4.846291173851613e-19,0.015536785502127995,0.057831544226010285,0.05828075919184996
7,3.75,0.07463112935508463,0.04514643231817906,0.06215786604855599,0.010619819012306637,0.0,1.182888979055988e-05,0.0074590651491387725,0.0,0.3218411981371039,0.0,0.0,0.014406226084760143,0.14497637337812996,0.0,0.0,0.023475804634612525,0.14911762126012407,0.13492876189255854,0.0,0.07140612849706184,0.06587711179320824,0.02822964144626271,0.023412726877324437,0.09120102567276125,0.08965549666609988,0.018718699021550902,0.05581276820942831,0.0,0.012229554805307588,0.08698909264845921,0.0,0.02672339286112386,0.10696187189280243,1.182888979055988e-05,0.0,0.0013359192629265567,0.3218411981371039,0.10511874261981548,0.0,0.06581218900617374,0.3218411981371039,0.1692267094329043,0.0,0.07675704409986395,0.07736768251472435,0.2686399291031156,0.1549065399213923,0.0825104590009077,0.07140619462387188,1.0357281658649768e-12,0.013465989192700246,0.051299282788636665,0.051334310793480276
8,4.25,0.07331042463176966,0.030307181041062385,0.0530192002113637,0.011692785129095886,0.519650028269728,8.231675518119542e-07,0.008326747589035802,0.0,0.18733531283886456,0.0,0.0,0.018913872371703912,0.1120814357635115,0.0,0.0,0.017005448171251988,0.1094372085705177,0.11965198647684898,0.0,0.059675304241042185,0.05849421923979664,0.021807611007736098,0.015648746508242835,0.0840017935983653,0.07695995525769168,0.021455097798069277,0.0527674660486971,0.0,0.01423058991877104,0.07877119040742518,0.0,0.017437782044156705,0.06487967927315996,8.231675518119542e-07,0.0,0.00011578013834955887,0.18733531283886456,0.0959277554362051,0.7275027578652299,0.05253708327230167,0.18733531283886456,0.13596328083611336,0.0,0.0741930366162918,0.04802143251787642,0.2517803586019207,0.12461753094364514,0.07494565633738598,0.059675371637632306,9.726458207217665e-09,0.01187915752535933,0.046019120169892264,0.046167211844831454
9,4.75,0.0710932108487466,0.02086717983619584,0.04553977152563873,0.012801732564320613,0.24066504682663284,4.195693741358722e-08,0.009307536343798231,0.0,0.11892214324045838,0.0,0.0,0.02435374749632384,0.08916985548521274,0.0,0.0,0.012423665077630512,0.08205859515336066,0.10688064236062896,0.0,0.05010599957293553,0.052302879280698364,0.017424092796356223,0.01051175251160307,0.07751064156232283,0.06681143702911373,0.024407336379594656,0.049842317004681856,0.0,0.01608470481307685,0.07231535350115842,0.0,0.011568480620874464,0.041187824785455754,4.195693741358722e-08,0.0,6.365226781157678e-06,0.11892214324045838,0.08905131015419282,0.3271225947393693,0.042098833013993836,0.11892214324045838,0.11192879801062587,0.0,0.07116231963678402,0.03170163825800267,0.21067493936876416,0.09863955206350505,0.06815975310626682,0.05010606608803091,3.636110206335348e-06,0.010624416784421485,0.041644482049666344,0.04213797151644097
10,5.25,0.06834527092044324,0.014655939152755726,0.039333564522037935,0.013940807726966715,0.15948492238789966,1.5631380901529197e-09,0.010416282779756493,0.0,0.07875936450265028,0.0,0.0,0.03075432917950366,0.07258607769534067,0.7406992570549366,0.0,0.009138282058887923,0.062412509822881414,0.09593526075230865,0.0,0.042229158001141485,0.04706307098237935,0.014289847986082026,0.0070886759052021355,0.07157571939979392,0.05858468881115346,0.027557848172972136,0.047068273928742604,0.0,0.01781446082612506,0.0669927669405001,0.0,0.007770380850544714,0.027031497325202613,1.5631380901529197e-09,0.0,2.189055943107976e-07,0.07875936450265028,0.08360338424039455,0.1947825158544282,0.03383676338036064,0.07875936450265028,0.09395352224515405,0.0,0.06787894707251416,0.02204190004443632,0.1573778665853061,0.07741057380002143,0.0619881879408009,0.04222922224908194,0.0001825053242352289,0.009607437738324912,0.03794968688730066,0.0388857875498571
11,5.75,0.06531338114065974,0.010459599580157805,0.03412797243465139,0.01510377881852176,0.11753920553096323,4.250304976755838e-11,0.01166936778929429,0.0,0.05349117031767937,0.0,0.0,0.038089198302022384,0.06020406032213092,0.3218417936988152,0.0,0.0067591857529040004,0.0479544353616027,0.08640797909755792,0.0,0.03569982693928063,0.042589854064955836,0.01196520448341946,0.004795185271299294,0.06608906478122482,0.0518256969378037,0.030881986363578695,0.04445854081776381,0.0,0.01943432131150264,0.06246106841956108,0.0,0.005269740432250385,0.01819498617071732,4.250304976755838e-11,0.0,4.642097392081841e-09,0.05349117031767937,0.07911248574335024,0.12605703098857965,0.027263565547130858,0.05349117031767937,0.08013038044809556,0.0,0.06449028388489561,0.015986774070254624,0.10495766880217576,0.06054776305461073,0.05632401573421848,0.035699888054589436,0.0025003404493946853,0.008766532442325418,0.03478067828412895,0.036190705959160976
12,6.25,0.06216179894907927,0.007563673534453159,0.029723684646026427,0.016284118687825793,0.09124092208931882,8.425308699946854e-13,0.013084641296349378,0.0,0.036942314117517305,0.0,0.0,0.046264994660623816,0.050719671220028927,0.1873356630234891,0.0,0.0050226849309296965,0.03712684771672349,0.07802791849318891,0.0,0.03025718635513561,0.03874004659800228,0.010189274916103728,0.0032519056821547153,0.06097124830575171,0.046203552308884906,0.034347895901341984,0.04201567218447457,0.0,0.020954051628143847,0.058513857519031334,0.0,0.0036014595642971056,0.012492635230639535,8.425308699946854e-13,0.0,5.980612111443072e-11,0.036942314117517305,0.07530001372202548,0.08496774708896887,0.02201263587399214,0.036942314117517305,0.06925342449155489,0.7039512052413506,0.06109626456239631,0.012000596735476673,0.062492002970608904,0.047369727450113856,0.05109584006662886,0.030257243831306593,0.014420343327950709,0.00805965634351543,0.032028237547738134,0.03391029045036571
