,abscisse,0,1,6,8,11,14,15,20,21,22,23,24,26,27,29,31,32,33,35,37,38,39,40,41,42,43,47,48,49,51,52,56,57,59,60,61,62,63,66,71,73,74,75,76,77,78,80,81,82,84
0,0.25,0.07222349810998208,0.3062123453305044,0.0,0.0,0.0,0.008634309743292531,0.0,0.32181923681625474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022970679684603097,0.0,0.0,0.0,0.0,0.39981836384534686,0.055038085039178015,0.0598410899036333,0.003103990300897638,0.432250293210545,0.7403303779451346,0.0,0.0,0.0,0.0,0.0,0.6860949342341933,0.2776195217791413,0.7069901821995641,0.0,0.7069901821995641,0.0,0.0,0.0,0.07373217596735643,0.03474258563047271,0.03367779991949084,0.05738879842708563,0.6860949342341933,0.0,0.0,0.0,0.9501469002950903,0.3935261492166638
1,0.75,0.05417310835639617,0.12248200654145852,0.0,0.0,0.0,0.00952198596957126,0.0,0.20946959910964638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026634036532961376,0.0,0.0,0.0,0.0,0.29064866519165794,0.08344591950311901,0.0789408167270806,0.0036688167279045765,0.19422447645213847,0.3638998955772796,0.0,0.0,0.0,0.0,0.0,0.27437505522475325,0.23512473666289618,0.22838531591072883,0.0,0.22838531591072883,0.0,0.0,0.0,0.09869393296992018,0.08134200159385659,0.06327421890646708,0.07535220858449594,0.27437505522475325,0.0,0.0,0.0,0.3728715096862352,0.16221864181870033
2,1.25,0.04737437231942627,0.07993779186844517,0.0,0.0,0.36555640056389505,0.010529851884002574,0.0,0.16439089403151425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03058821450111366,0.0,0.0,0.0,0.0,0.22851257271959177,0.1174103883377363,0.09039166158734037,0.004347373746936815,0.13274367955973174,0.22171738259042006,0.0,0.1236498436557714,0.0,0.0,0.41131682006889464,0.15707047748978287,0.18308741014693186,0.082426786340891,0.0,0.082426786340891,0.0,0.0,0.0,0.11472488248529585,0.15740205724815112,0.10610140154171518,0.09869946941500345,0.15707047748978287,0.0,0.0,0.0,0.17953856858940562,0.105370204792711
3,1.75,0.043350881732322086,0.06030785180900563,0.0,0.0,0.15362781560685207,0.011677184611616322,0.0,0.1363750082471179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03479567402304253,0.0,0.0,0.0,0.0,0.1838856816645385,0.1533089658748125,0.09539071906979504,0.005163720721078913,0.10233785508367196,0.14397312070388324,0.0,0.11600363301703213,0.0,0.0,0.26754237583800017,0.10001286786060705,0.14183930305650402,0.024518895646010227,0.0,0.024518895646010227,0.0,0.0,0.0,0.12217230544804739,0.2511851068556281,0.15879129721578616,0.12682450881788962,0.10001286786060705,0.0,0.0,0.0,0.09185561812640741,0.07832776249094926
4,2.25,0.04055233769450484,0.04882509691464858,0.0,0.0,0.10238943925564944,0.012986531071590306,0.0,0.11624195274672555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039205804570568534,0.0,0.0,0.0,0.0,0.14966382722724106,0.18577538830943868,0.09579561591564777,0.006146850347236581,0.08343756727218234,0.09644388530523315,0.0,0.10883026226473765,0.0,0.0,0.18821224122632405,0.06707918733291651,0.1114733433999833,0.0056294147444673585,0.0,0.0056294147444673585,0.0,0.0,0.0,0.12294999914952225,0.3298370082900773,0.2121013927643393,0.1558264103210744,0.06707918733291651,0.0,0.0,0.0,0.048408685174631275,0.062190738002949504
5,2.75,0.03843059196277502,0.041215795244055164,0.0,0.0,0.07814742677338005,0.014484162501507044,0.0,0.10069115335995442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375518037993304,0.0,0.0,0.0,0.0,0.12263610207599387,0.20891440375637657,0.09324528080053196,0.007331484493350045,0.07017000617712263,0.06581174244817233,0.0,0.10210049006966039,0.0,0.0,0.13977440589628545,0.04640262386523384,0.08923703496732578,0.0009725823433590599,0.0,0.0009725823433590599,0.0,0.0,0.0,0.11917806690811819,0.35559024013650536,0.2528550267757345,0.1774200162436589,0.04640262386523384,0.0,0.0,0.0,0.025965366524914515,0.05135129985036055
6,3.25,0.036732243240560056,0.0357660268107167,0.0,0.0,0.0636712251078748,0.016200500838531563,0.0,0.08815895708715925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4797946304020644,0.04836849528724938,0.0,0.0,0.0,0.0,0.1009407254138791,0.21802593882236967,0.08895668110784395,0.008758855133488055,0.06012554160929563,0.04546381507687728,0.0,0.09578688350580977,0.0,0.7406985536379146,0.10800494017671883,0.032764774041649354,0.07273443713135433,0.00012486745899997076,0.0,0.00012486745899997076,0.0,0.0,0.0,0.11263225358165287,0.31401970335041557,0.2690363183607529,0.1823804382952139,0.032764774041649354,0.0,0.0,0.0,0.014091135366438443,0.043518306452042625
7,3.75,0.03532070921598782,0.03164939544335833,0.0,0.0,0.05389355118622434,0.018170439821088086,0.0,0.0777772435293006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25892324267817146,0.05296020603803955,0.0,0.0,0.0,0.0,0.0833492186312487,0.2111579902313303,0.08376180542611045,0.01047736660214127,0.05212541759213954,0.0316831910442088,0.0,0.08986370620802195,0.0,0.3218411981371039,0.08602686827497906,0.023475804634612525,0.06026081894494655,1.182888979055988e-05,0.0,1.182888979055988e-05,0.0,1.5236421288727286e-06,1.5236421288727286e-06,0.10462150839352766,0.22663179693063445,0.2554826889322805,0.1682084798252951,0.023475804634612525,0.0,0.0,0.0,0.007711120410890129,0.03756994490782501
8,4.25,0.03411455351691734,0.02841645180063752,0.0,0.047141989781503094,0.04675974473767955,0.02043342979272304,0.0,0.06901096788336925,0.3215832561166706,0.0,0.0,0.0,0.16631506936584625,0.0,0.0,0.1618876497385061,0.05743686742575404,0.0,0.0,0.0,0.0,0.0689882833575021,0.18978699489176876,0.07820115834324619,0.012542971320224547,0.04552333995819698,0.022224809618163813,0.20078314152740534,0.0843068134441434,0.0,0.18733531283886456,0.07018155828368218,0.017005448171251988,0.050654292716925044,8.231675518119542e-07,0.0,8.231675518119542e-07,0.0,0.8222520239980475,0.8222520239980475,0.09603773340233714,0.13336147386098446,0.2165326013749749,0.14166597506204298,0.017005448171251988,0.0,0.0,0.38064182347512937,0.004246194110526109,0.03288788928794197
