,abscisse,0,1,2,6,8,9,11,14,15,16,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,50,51,53,56,57,58,59,60,61,62,63,64,65,66,69,70,71,72,73,74,75,76,77,78,81,82,84
0,0.25,0.20754176158682516,0.0,0.0,0.0,0.004997167044757025,0.009642062531703688,0.0,0.008989878653206168,0.010507986490845575,0.00208926790697342,0.01131211026682746,0.003651730436037576,6.338737097588844e-07,0.0,0.004143036817853047,0.4566131888537534,0.0,0.0018841642388079866,8.838247821738973e-14,0.0,0.001697038131985718,0.0,0.0,0.2829043814164186,0.0,0.3183028220780272,0.007577137287810084,0.2267985173706261,0.4389316397263466,0.04006127373848778,0.08551838855034054,0.0008247765844128271,0.5048910022494391,0.0,0.4472222440105542,0.00392750256768519,4.7524646351657364e-05,0.0,0.0,0.0,0.13275709915714065,0.6860949342341933,0.7069901821995641,0.2316600735597631,0.7626788887176297,0.035335911646644874,0.13809392948198881,0.0,0.0,0.0,0.7069901821995641,0.0,0.0,0.0,0.0,0.08104299713306558,0.04958057544585853,0.0,0.06696999107254245,0.5714816325596227,0.33400272260487135,0.11233854769225009,0.7040214244969131,0.3662890632214901
1,0.75,0.13898273921189583,0.0,0.0,0.0,0.00569054113046652,0.010722343390075086,0.0,0.011339348668810286,0.011740289793224293,0.0030141297305482156,0.012694913170338057,0.003836397661504094,4.8983606983829715e-06,0.0,0.007323017925518814,0.27728742156983915,0.0,0.004071427079853713,1.6419550322675512e-09,0.0,0.0038929419787904034,0.0,0.0,0.16716045526914006,0.0,0.13417047826809148,0.065322549574959,0.12423250911267887,0.2808929945894977,0.05224979166978533,0.10349290390095878,0.001360359004236158,0.3489555375084677,0.0,1.210109826861755,0.005011661970601329,0.004950597279439973,2.2727739038553975e-08,0.0,0.0,0.18007428468282932,0.27437505522475325,0.22838531591072883,0.08149955415854636,0.33801648957782343,0.04516951186633223,0.16276475858730385,2.2727739038553975e-08,2.2727739038553975e-08,0.0,0.22838531591072883,0.0,0.0,0.0,0.0,0.09871756017072685,0.06780427597030354,0.0,0.08976312547857947,0.3297267368175811,0.17976602777875422,0.0656440314551278,0.7041845953406521,0.4288579202274569
2,1.25,0.11496220485412485,0.0,0.0,0.0,0.006435916018841152,0.011880445748376692,0.0,0.013401834123486103,0.013117109024546818,0.004314761490460899,0.014246731433707277,0.004030119523195943,2.61919753740436e-05,0.0,0.01126761049871849,0.2045496311665183,0.0,0.007875668524545886,6.889295713297368e-07,0.0,0.0075684991973646,0.47133842277498184,0.186011428921756,0.1303621541441175,0.0,0.08972057545010978,0.13006732186493167,0.09382598699697471,0.21129536269785973,0.06865854960609089,0.11031129048896787,0.0021394580007854528,0.2208047839917508,0.0,0.0,0.00624036079651016,0.022854293472678085,0.7979936072719561,0.2985339584404026,0.0,0.20888154543928186,0.15707047748978287,0.082426786340891,0.04963499714287729,0.19594330585397046,0.05990530319154473,0.17007412015271423,0.7979936072719561,0.7979936072719561,0.0,0.082426786340891,0.0,0.0,0.0,0.0,0.10331850647439891,0.09530526769226715,0.0,0.11439565951646782,0.21219470743637542,0.13420757427015728,0.051212121278961874,0.25915610026521846,0.3302990638536738
3,1.75,0.10108921719409107,0.0,0.0,0.0,0.007231773210846597,0.01311592773127588,0.0,0.015244832834670418,0.014655392004135017,0.006123795626104744,0.01598820788145058,0.004233306812992709,0.00010430322283094003,0.0,0.015723829818361665,0.15985576419693165,0.0,0.013816631204127683,3.34552061023145e-05,0.0,0.012892105003093167,0.19257944095452828,0.14452156803379426,0.11018595922872318,0.0,0.06877531431565394,0.16592996937298238,0.07791494753656976,0.16674918954531823,0.09018909634921855,0.10981733200371464,0.0032224445063761867,0.1475391830092899,0.0,0.0,0.007603191048104545,0.04512868040801527,0.3671374322546259,0.20773608857581918,0.0,0.1890800810114074,0.10001286786060705,0.024518895646010227,0.03567793997719077,0.12300099034097345,0.08286600276481418,0.16506241881958286,0.3671374322546259,0.3671374322546259,0.0,0.024518895646010227,0.0,3.732175815620103e-07,0.0,0.0,0.10116888570605426,0.13555735179240042,0.0,0.13858134055883298,0.14689009939953632,0.11019470066556854,0.043530077067141064,0.035095682904518116,0.2249581659365233
4,2.25,0.09148443937405037,0.0,0.0,0.0,0.008075998527812359,0.01442741586712746,0.0,0.016908777818211974,0.016374074073252996,0.008609097384729996,0.017942494628871097,0.004446385014561248,0.00032739007351156006,0.0,0.020426474448816498,0.12849855584305386,0.0,0.022234144378086646,0.0004413585452689207,0.0,0.019742078883926005,0.12193859442189679,0.12770927778275798,0.09673800355890892,0.0,0.05634226609206976,0.17613059572436432,0.06775232988700926,0.13471275476237407,0.11680569358567784,0.10517111452330248,0.004666445242524935,0.10435525546289054,0.3635290504614027,0.0,0.00908585352626353,0.063453828421535,0.19295783950088813,0.15422920995316625,0.0,0.14243535903427354,0.06707918733291651,0.0056294147444673585,0.027829743566283444,0.08027478029546169,0.11868640698017326,0.1529026328982262,0.19295783950088813,0.19295783950088813,0.0,0.0056294147444673585,0.0,0.8140681741976438,0.0,0.0,0.09593224951502324,0.1861477975197976,0.6384024999325318,0.15954118813817167,0.10713152102085581,0.09464817698210301,0.03858347763255194,0.00174906339261179,0.14973775997935193
5,2.75,0.08414739363421739,0.0,0.0,0.0,0.008965901569559212,0.01581252923945841,0.0,0.018420675519382035,0.018294311177806007,0.011976489996160727,0.020135548819744498,0.00466979433161955,0.0008465903112674354,0.0,0.025137286238102893,0.1050382750924193,0.0,0.0331471667530596,0.0025506422571197145,0.0,0.02773022615146282,0.08792390601611653,0.116905383738176,0.08678023413414389,0.0,0.04800836070196129,0.17098996572024183,0.060538083390572976,0.1103576827110586,0.1459866891128102,0.09846778553111186,0.006519443190085877,0.07731073727305494,0.15464722417433077,0.0,0.010670956787860873,0.07567126411191967,0.11207954938001716,0.11978752496738375,0.0,0.10110539908589616,0.04640262386523384,0.0009725823433590599,0.022796788158841286,0.05361614611293969,0.16595695551035122,0.1374641055681502,0.11207954938001716,0.11207954938001716,0.0,0.0009725823433590599,0.0,0.3662868971248801,0.0,0.0,0.08950848148976508,0.22482448178270278,0.3305628148616392,0.17450280072248955,0.08125839933153019,0.08340976930884401,0.03506224664510537,3.2082113269856895e-05,0.1009513946099311
6,3.25,0.07818088672769093,0.0,0.0,0.0,0.009898244498614523,0.0172678150553068,0.0,0.019799912789635665,0.020439740285351404,0.016468421244596115,0.022596455962334203,0.004903989638601101,0.0018674433601093856,0.0,0.02966332019937756,0.08682181760910107,0.28126080628848155,0.04617937212469834,0.008566624733476457,0.0,0.03629954640230076,0.06755174220570236,0.10864635786048148,0.07889932409532666,0.0,0.041982527522803896,0.15824904224073472,0.05506635402494158,0.0912455271210134,0.17123922622747487,0.09097187645891278,0.00881461874927127,0.05941353093174125,0.10368192426423259,0.0,0.012338863304176871,0.08248933658496589,0.06952900203022225,0.09618022992966499,0.0,0.07242297578532983,0.032764774041649354,0.00012486745899997076,0.019293981586549103,0.03636473490804472,0.19182637868120553,0.12122376195261607,0.06952900203022225,0.06952900203022225,0.0,0.00012486745899997076,0.0,0.18830516808992376,0.0,0.0,0.08284348953522985,0.21811460919594897,0.216506388350465,0.18129323577865633,0.06354469828455615,0.07470048042291286,0.032394357918270944,2.1660403343683076e-07,0.0697777941949502
7,3.75,0.07311448750645173,0.0,0.0,0.0,0.010869279250832,0.0187886982365425,0.0,0.021061142892310713,0.022836770341998824,0.022355732214346412,0.02535777759211833,0.0051494403416352235,0.003612565581550995,0.0,0.033861541287966736,0.0723357748178372,0.0921833399261301,0.0605803350124686,0.019917496812194596,0.0,0.04484621019165463,0.05389623732510113,0.10171317422420897,0.0723693230019802,0.0,0.03739306981056571,0.14252132119053434,0.050722422088041376,0.07594191827427649,0.18348181638867525,0.08340163076272904,0.011565673821305484,0.047013811581663324,0.07946710196605035,0.0,0.014068523724363211,0.08528448892177808,0.04514643231817906,0.07921955444622336,0.0,0.05347114418704013,0.023475804634612525,1.182888979055988e-05,0.01671554467359844,0.024935423343294096,0.16204941677002216,0.10559361701117552,0.04514643231817906,0.04514643231817906,1.5236421288727286e-06,1.182888979055988e-05,0.0,0.10696187189280243,0.0,0.0,0.07639034092187826,0.172836095781811,0.152040882461833,0.17885371227849614,0.05092257516100167,0.06762008160798366,0.030284983986575625,5.383459005683556e-10,0.049593227754612626
8,4.25,0.06867533438923093,0.0,0.0,0.0,0.011874792141727866,0.020369447523278884,0.0,0.022215879389004784,0.025514907350704146,0.029919030007991104,0.028455914430301193,0.005406630136398973,0.006266487860978641,0.0,0.037635626744603815,0.06062555353804013,0.054180917952843355,0.07533651312417414,0.03586656156109126,0.0,0.05282399354000143,0.04409215539192603,0.09555415404054463,0.06677585785141467,0.0,0.033762241176199435,0.12630361248476432,0.0471562880029452,0.063517590435163,0.17710668867896545,0.07614050775221745,0.014763731581128262,0.03809292896639662,0.06497002112189611,0.0,0.015838255266280615,0.08531509476177718,0.030307181041062385,0.06658015034618465,0.0,0.0407833309540174,0.017005448171251988,8.231675518119542e-07,0.014738339237972586,0.017238968663704987,0.11510182517610355,0.09127899479063456,0.030307181041062385,0.030307181041062385,0.8222520239980475,8.231675518119542e-07,0.0,0.06487967927315996,0.0,0.3598307574503916,0.07035007466556031,0.1238390375505384,0.1104678708677011,0.16750911768561072,0.04163310945245875,0.06166051989623791,0.028564694697178348,4.925952734819884e-13,0.036218117272655434
