,abscisse,0,1,2,6,8,9,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,46,47,48,49,50,51,53,55,56,57,58,59,60,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,80,81,82,84
0,0.25,0.03180480371745036,0.1567215416887502,0.0,0.0,0.00592589525694934,0.0,0.014817592473553909,0.0,0.0,0.0,0.0,0.007695642515332485,0.014347272267340049,0.0,0.03270395243565525,3.618294451112518e-14,0.0,0.03208615029999817,0.0,0.0,0.0,0.0,0.14056689174518092,0.0001495092386456314,0.0,0.014311109578292175,0.524570476071941,0.0,0.6541053330440584,0.058116637854840746,0.024838721872464865,0.003729687931939739,0.14270729305376512,0.11909850219563153,0.39449479394465936,0.0027465640795756433,0.017445861495182863,0.6860949342341933,0.0,0.0,0.0,0.3457890564765332,0.0,0.1000622539440702,0.0001425924031304835,0.7561004067783829,0.06286827768673657,0.4075895916268175,0.0,0.0,0.0,0.0,0.0,0.0,0.7069901821995641,0.015546601985733774,0.03300894783084656,0.5025479227538064,0.06511239040017557,0.06264410334224843,0.16082768234576925,0.5240040057571816,0.0,0.1861658099112456,0.10374881029932949,0.12483392606990418
1,0.75,0.04075637678025038,0.09490652583822592,0.0,0.0,0.007295575915167229,0.0,0.017021652259530128,0.0,0.0,0.0,0.0,0.008209857352953475,0.016526687207701275,0.0,0.041063792501006065,1.538537950561275e-12,2.2727739038553975e-08,0.03941133129118779,0.0,0.0,0.0,0.0,0.10370856720045774,0.09693005776641725,0.0,0.016564879639926547,0.22890559498389465,0.0,0.22431569111058547,0.07824438907788718,0.0280516588437974,0.004364981329292824,0.2210576192010689,0.08077387907083423,0.6100196589900267,0.003145351660307126,0.019896194727792797,0.27437505522475325,0.0,0.0,0.0,0.31773315395342344,2.2727739038553975e-08,0.12160675655115391,0.0003498923630185342,0.2972891251947035,0.05728533986212691,0.17206219348035703,0.0,0.0,0.0,0.0,0.0,0.0,0.22838531591072883,0.07428225767588914,0.048162192464506405,0.3198225957477608,0.11764603540442839,0.09323916059659283,0.21912170150070934,0.32109801065528165,0.0,0.1107171469007345,0.14640644722591567,0.1843530892017626
2,1.25,0.04789656369698651,0.07512423969902383,0.0,0.0,0.008832152181802614,0.0,0.019255394044575973,0.0,0.5012687243385977,0.0,0.0,0.008744061896059295,0.018655621719101467,0.0,0.04657486684951207,5.094937958843684e-11,0.7979936072719561,0.04859585974145301,0.0,0.0,0.0,0.0,0.0889978897840066,0.21879874886776898,0.0,0.01925900869132235,0.14749926454268183,0.0,0.11593564397075033,0.10539885227201438,0.0317923948002867,0.005110806794554595,0.2871130172880043,0.0673879573550095,0.5173968578352238,0.003585030856911666,0.02276154515241777,0.15707047748978287,0.0,0.0,0.0,0.24507450250331952,0.7979936072719561,0.14128689390825258,0.0007494337562222926,0.1623386286596509,0.05412410468740507,0.11276420864612832,0.0,0.0,1.2057257812042087e-228,0.0,0.0,0.0,0.082426786340891,0.1215700781506331,0.06275122553211106,0.23392719435942486,0.15528611273853954,0.12887739711856908,0.2638041684542786,0.230830492684002,0.0,0.08687845042660267,0.1853243897248435,0.23936510263200983
3,1.75,0.053174145887157194,0.06436674625432075,0.0,0.0,0.010526864254986019,0.0,0.021482452808143312,0.0,0.24079655849251289,0.0,0.0,0.00929779978974308,0.020710564816688964,0.0,0.05034151067424205,1.314001818155884e-09,0.3671374322546259,0.0599595867602921,0.0,0.0,0.0,0.0,0.0798631219580031,0.223243074148201,0.0,0.022486309783851185,0.10669316044075311,0.0,0.06765029117770371,0.1391397974799394,0.03613419455917044,0.005985416813745691,0.25689497517079063,0.05976501517993376,0.23780866543049134,0.00406728927810143,0.026111049005468005,0.10001286786060705,0.0,0.0,0.0,0.1829727407126002,0.3671374322546259,0.156928852168097,0.0014348344160392257,0.09771845115069429,0.05168987374892843,0.08420149619811208,0.0,0.0,9.813180390924886e-118,0.0,0.0,0.0,0.024518895646010227,0.14050950585452723,0.075128752337198,0.17831192468389456,0.17099685942197798,0.16531772436046224,0.280639997110223,0.17398851512626592,0.0,0.07398616161439328,0.1792155426694476,0.22965324105778329
4,2.25,0.05677747390052988,0.057314820529623715,0.0,0.0,0.01236618821678991,0.0,0.023668652963009795,0.0,0.16743834552544812,0.0,0.0,0.009870495822402488,0.02267284595380554,0.0,0.052899359879584495,2.6392432035705735e-08,0.19295783950088813,0.07366283549813976,0.0,0.0,0.0,0.0,0.0732383522044605,0.18969330370475382,0.0,0.026355254030219537,0.08165983740004515,0.0,0.04187474484103412,0.17402301379511956,0.041138211996670386,0.007009454179591024,0.17392860801042226,0.05459947443109506,0.05850543526294237,0.004593554008376528,0.03001856874249277,0.06707918733291651,0.0,0.0,0.0,0.1372343916544731,0.19295783950088813,0.16663279043949938,0.0025018760213925866,0.06168751306129114,0.04962493242121378,0.06701061184562072,0.0,0.7275027578652303,1.949270026346632e-67,0.14160161733927282,0.0,0.0,0.0056294147444673585,0.14079908391623466,0.08438532732071648,0.13868724553739056,0.16911590387594277,0.19666525228132936,0.26380870648908905,0.13421334418587952,0.0,0.06555808857498206,0.1361560438167162,0.1683396100674042
5,2.75,0.05897810739961779,0.05221045608294691,0.0,0.0,0.014332277341966798,0.0,0.025782964638168954,0.0,0.12860060837440507,0.0,0.0,0.010461452881105822,0.02452796782757455,0.0,0.05456553967544232,4.1284709886299984e-07,0.11207954938001716,0.08946556358468807,0.0,0.0,0.0,0.0,0.06802917187042427,0.1541435123152405,0.0,0.03098801772858641,0.06463469329812326,0.0,0.026840531273709195,0.1976616232032968,0.04683159867247471,0.008205989806221921,0.11058403010715778,0.05075915690920728,0.007607854094466619,0.005164951252755218,0.03455734460957246,0.04640262386523384,0.0,0.0,0.0,0.1044996994193169,0.11207954938001716,0.1691511225685091,0.004032821511994844,0.04005973794682358,0.047791442557650665,0.05538930929484259,0.0,0.32712259473936933,2.842681199930914e-41,0.10093995485742639,0.0,0.0,0.0009725823433590599,0.13209277011961248,0.09028861259222037,0.10916920898931172,0.15679799627330582,0.2168203007008908,0.219129240352942,0.10496541665704533,0.0,0.05946436194947267,0.09599283964889463,0.11312824386522366
6,3.25,0.06005278328665332,0.04827912498809791,0.0,0.0,0.016403582025190395,0.0,0.027798163088488058,0.5297820859446578,0.10291467706473571,0.0,0.0,0.011069849697945965,0.02626502218581198,0.0,0.055549767717482115,5.029507288592446e-06,0.06952900203022225,0.10639152438054232,0.0,0.0,0.0,0.0,0.06372503777789688,0.12469496540181083,0.37359133768538716,0.03651378186698414,0.052312365882043736,0.28315774573341934,0.017604318131625718,0.19746111035739905,0.05317196936684837,0.009600430508978242,0.07266081532035597,0.04773248150744064,0.0005162359048702512,0.005782268243782911,0.039790145407498555,0.032764774041649354,0.0,0.0,0.0,0.08097849819912244,0.06952900203022225,0.1641519513913259,0.0060822198014677704,0.02650800117398722,0.046121166395085865,0.04694975189944431,0.0,0.1947825158544283,2.131261766654193e-26,0.08609814197504491,0.0,0.0,0.00012486745899997076,0.12001237992240306,0.0930776475885143,0.08662045782584835,0.13984921375615897,0.22137680217873454,0.16083598234404867,0.08284440282244401,0.0,0.054770636681511074,0.06877457408880269,0.07720841284435741
7,3.75,0.060249971493110364,0.04511883854429474,0.0,0.0,0.018555600685937135,0.0,0.029691216814016604,0.11179227854964888,0.08389838355718245,0.0,0.0,0.011694739448543223,0.027876177404159784,0.0,0.05600073968184222,4.771863654120495e-05,0.04514643231817906,0.12244799852835354,0.0,0.0,0.0,0.0,0.06004828721581399,0.1017146686700853,0.15870306163258108,0.043053741607059146,0.04301713639906658,0.17046010848602375,0.011735554454456598,0.17354282788070402,0.05999708401512623,0.011220239353096996,0.05024985889741915,0.045248645081203555,1.8041166837308494e-05,0.006445918284386026,0.045752978159204545,0.023475804634612525,0.0,0.0,0.0,0.06383524738101641,0.04514643231817906,0.15229090367142384,0.008667359791440527,0.017777013387936618,0.044575031916248536,0.04051586944787516,0.0,0.1260570309885797,2.068520991335528e-17,0.07739524819283358,0.0,0.0,1.182888979055988e-05,0.10734999771339451,0.09324597633702453,0.0691200125630188,0.12191843258192032,0.2091785260322846,0.10431284978967438,0.06581218900617374,0.0,0.05099367754423887,0.051180155272065174,0.05493876936199266
8,4.25,0.05977919501950737,0.04249727754102149,0.0,0.0,0.02076171140083785,0.0,0.03144344131960469,0.05294775515653749,0.06890251329394054,0.0,0.0,0.012335049257407553,0.029356228637497223,0.0,0.05602897350308959,0.00035259568236744546,0.030307181041062385,0.13475040423656007,0.0,0.0,0.4825312405696631,0.0,0.05683186287062466,0.08398034519085544,0.10501339537842909,0.0506930220643439,0.03579683564960044,0.131408087656578,0.007918051631421971,0.13860012250707512,0.06696764076085296,0.013094399121427899,0.03642889638271717,0.04314860037057267,3.2041079007388833e-07,0.007155909761468863,0.05243063009325338,0.017005448171251988,0.0,0.0,0.0,0.051124906922537613,0.030307181041062385,0.13506991479230981,0.011764855986627777,0.012041863931811824,0.04312838974980675,0.03543615209475595,0.0,0.08496774708896887,9.577313178396504e-12,0.07133904280728402,0.0,0.0,8.231675518119542e-07,0.09535594748698065,0.09137457631633414,0.05539003106635169,0.10493937359678725,0.18278689011664487,0.05978113682851653,0.05253708327230167,0.0,0.04785506841510195,0.03952667394384232,0.040758348347820376
