,abscisse,0,1,6,8,9,13,14,18,19,20,21,22,23,25,26,28,30,31,32,33,35,38,39,40,41,42,43,46,47,48,49,50,53,56,57,59,60,61,62,63,64,67,69,72,73,74,75,76,77,78,79,80,81,82,83,84
0,0.25,0.03864229290322899,0.0,0.0,0.008469606408226618,0.0,0.7069901821995641,0.210843940629971,0.0,0.0,0.0,0.0,0.0,0.015117243647663807,0.0,0.4823428367457816,0.0,0.0,0.0,0.07604594509442396,0.0,0.0,0.0,0.7439400686054377,0.10454033004583808,0.12028354765566732,0.009476566062436784,0.3625420145749031,0.0,0.5726246518204537,0.0024913214169302853,0.0,0.0,0.0,0.0,0.7069901821995641,0.0,0.6860949342341933,0.0,0.06936487084844375,0.0,0.0,0.0,0.0,0.1823565394147087,0.12528418942215186,0.17505637357670176,0.017164526848337202,0.054717834623276757,0.4389219972852414,0.0,0.0,0.0,0.0,0.042150918243338734,0.0,0.464428663779729
1,0.75,0.0500549791053925,0.0,0.0,0.010090680868322034,0.0,0.22838531591072883,0.11971234255334443,0.0,0.0,0.0,0.0,0.0,0.017219259199091685,0.0,0.23638956667455285,0.0,0.0,3.7137137421684584e-12,0.1071326331796861,0.0,0.0,0.0,0.27276360444411085,0.16091228646112873,0.09513654408314175,0.010634121047105398,0.34154557963001075,0.0,0.8331639521974968,0.002788082623957424,0.0,0.0,0.0,0.0,0.22838531591072883,0.0,0.27437505522475325,0.0,0.06709538100302645,0.0,0.0,0.0,0.0,0.14208900914387973,0.15421248127363274,0.24031477307224275,0.040295287592810924,0.11861998348174087,0.2808921365186137,2.2727739038553975e-08,0.0,0.0,0.0,0.04933937300090279,0.0,0.27975684723085603
2,1.25,0.05751802382934225,0.0,0.0,0.011846620421915192,0.0,0.082426786340891,0.09113486058091848,0.0,0.0,0.0,0.0,0.0,0.01967757089915083,0.26158284708932605,0.16658679622664796,0.0,0.0,0.0047247808347444355,0.13385736765008197,0.0,0.0,0.5622555407411547,0.1427842103764045,0.21322781004194427,0.08462520008083062,0.01194324114723816,0.24523960427465388,0.0,0.3935587839676112,0.0031130270831518253,0.1194463251225324,0.0,0.0,0.5490258824593567,0.082426786340891,0.0,0.15707047748978287,0.050346579925970636,0.06588852682216492,0.0,0.0,0.0,0.0,0.13466140578319463,0.1589866350502978,0.2872135571604854,0.08432810308248201,0.17588081829900667,0.21129645164968244,0.7979936072719561,0.0,0.0,0.20290359025918617,0.05655840316648609,0.0,0.20535434269488523
3,1.75,0.06191738359219204,0.0,0.0,0.013719895017948998,0.0,0.024518895646010227,0.0756851828642772,0.0,0.0,0.0,0.0,0.0,0.022554559618776993,0.17460953118699288,0.1296550826353131,0.0,3.732175815620103e-07,0.0635016702918854,0.1525353863424511,0.0,0.0,0.3272520558701989,0.08304373921676472,0.24769875669880104,0.0779285414776405,0.01342223806799187,0.173304305914376,0.0,0.06035419426688332,0.003467850283990375,0.0932994558969071,0.0,0.0,0.22393867812095472,0.024518895646010227,0.0,0.10001286786060705,0.049079156404353334,0.06533542100946772,0.0,0.0,0.0,3.732175815620103e-07,0.14540569604242845,0.15071020887751524,0.29844839396576756,0.15495218666476632,0.20838592704311973,0.16675088819310382,0.3671374322546259,0.0,0.0,0.10280096713711763,0.06356340711339284,0.0,0.15984383228317037
4,2.25,0.06408688229299432,0.0,0.217991487879653,0.015689683533255696,0.0,0.0056294147444673585,0.06558281980893431,0.0,0.0,0.0,0.0,0.0,0.025919683794587228,0.1402213047630291,0.10528107996238012,0.0,0.8140681741976438,0.1307869762759508,0.1618265167803235,0.0,0.2524192882893845,0.21184568716283073,0.05083572222918243,0.2561860533190012,0.07297507824949698,0.015090533951807945,0.12588747636979467,0.0,0.0030048583962526596,0.003854222305269069,0.08227793634277678,0.0,0.0,0.13825237492738723,0.0056294147444673585,0.0,0.06707918733291651,0.04784363897072156,0.06525049598825891,0.0,0.0,0.0,0.8140681741976438,0.1854371857504724,0.1369566633628882,0.2692685860021015,0.2457379686823606,0.21484689005825475,0.1347145961612106,0.19295783950088813,0.0,0.0,0.07492145993780838,0.07011047982749229,0.0,0.12803460835741076
5,2.75,0.06468098205000858,0.0,0.16067428293358638,0.01773261942953315,0.0,0.0009725823433590599,0.058283191342948334,0.0,0.0,0.0,0.0,0.0,0.029846935694542366,0.11895301747982955,0.08724803999453733,0.0,0.3662868971248801,0.16090315073327033,0.16232546144377374,0.0,0.1978072716215515,0.1472788566694692,0.03207552858014078,0.23906553514370427,0.06901231784320834,0.016968223778466077,0.09448510087119638,0.0,4.856901242603474e-05,0.0042737681586637,0.07520535648853424,0.0,0.0,0.09634809810809528,0.0009725823433590599,0.0,0.04640262386523384,0.04663922505201177,0.0655419382051396,0.0,0.0,0.0,0.3662868971248801,0.3738948248009365,0.12180254814102687,0.21064971264763513,0.32987791992381754,0.20261237457861503,0.11035947370227533,0.11207954938001716,0.0,0.0,0.060815308449497146,0.07597234643819777,0.0,0.10431738686852414
6,3.25,0.0641838662697663,0.0,0.12463032957735148,0.019823592076257685,0.0,0.00012486745899997076,0.052672139944715306,0.5420427787020654,0.0,0.0,0.0,0.0,0.034409419527039534,0.10364989308344096,0.0729937536470094,0.0,0.18830516808992376,0.16308317361559865,0.15577160663886813,0.0,0.16767311027146373,0.10776982189703099,0.02064597187090736,0.2036097866599849,0.06568501685011524,0.019075390098192327,0.07306320416374029,0.0,2.5486678633568566e-07,0.004728046417142038,0.0699457627184244,0.0,0.0,0.07114154378113278,0.00012486745899997076,0.0,0.032764774041649354,0.04546513038908807,0.06616614558258863,0.0,0.0,0.7406985536379146,0.18830516808992376,0.0,0.10718360500547777,0.14269069550059518,0.3666766927126323,0.18022299519329435,0.09124718565617992,0.06952900203022225,0.0,0.0,0.05202921706608167,0.08095244119706918,0.0,0.08596003781507293
7,3.75,0.06294559700577795,0.0,0.10025468902180044,0.021936558246389095,0.0,1.182888979055988e-05,0.048173593386741875,0.23514812306073843,0.0,0.0,0.0,0.0,0.039669491642383495,0.0917655809467765,0.061271951593636145,0.0,0.10696187189280243,0.15190751449250894,0.14430941488015392,0.0,0.14547889688435703,0.08195825746468909,0.01347743791901994,0.1598570757884987,0.0627982463961572,0.021431100624057155,0.05796367152961301,0.0,4.3419610249405905e-10,0.005218526251145738,0.06572322518759297,1.5236421288727286e-06,0.0,0.0543043438770262,1.182888979055988e-05,0.0,0.023475804634612525,0.04432059235576222,0.06710930514024929,0.0,0.0,0.3218411981371039,0.10696187189280243,0.0,0.09389737221720999,0.08357667911292538,0.32918749439854006,0.15420302117387913,0.07594341342046004,0.04514643231817906,0.0,0.0,0.045923420597896385,0.08489593673040516,0.0,0.07140612849706184
8,4.25,0.06121686991576115,0.0,0.08287502985119607,0.024045324267337607,0.0,8.231675518119542e-07,0.044455351852613074,0.151952178176309,0.0,0.0,0.0,0.0,0.045662623361575845,0.08210744957691449,0.05140628601338799,0.0,0.06487967927315996,0.13604732617961035,0.12998135645965456,0.0,0.12766655949776082,0.0642311861858631,0.008890058465968288,0.11670600324241531,0.060233903796220366,0.02405201660193465,0.046992349401849536,0.0,2.401470778685717e-13,0.005746563036661926,0.06217120862948373,0.8222520239980475,0.0,0.042333227182844074,8.231675518119542e-07,0.0,0.017005448171251988,0.04320486689417011,0.0683800205932422,0.0,0.0,0.18733531283886456,0.06487967927315996,0.0,0.08217800501875816,0.04226865774093509,0.23205229803983515,0.12857193150688265,0.06351891622098237,0.030307181041062385,0.0,0.0,0.041380710981470725,0.08769697321395686,0.0,0.059675304241042185
