,abscisse,0,6,8,9,11,12,13,14,15,16,18,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,46,47,48,49,51,53,56,57,58,59,60,61,62,63,65,67,71,72,73,74,75,76,77,78,81,82,84
0,0.25,0.023220316547566552,0.0,0.0,7.88662594757918e-203,0.0,0.0,0.0,0.0,1.1803892268840001e-05,0.0,0.08213188986662881,8.482261760594563e-06,0.1883955140834524,0.0,0.0,0.0,0.030758621270737817,3.0333466010857087e-09,0.0,6.371436759843396e-54,0.0,2.2166334631129513e-09,0.030672530843525662,0.0,0.0,0.0,0.0,0.0,0.0,0.2657040560187951,0.051864159152243024,0.016390805701164413,0.0,0.49202464537418916,0.0,0.0,0.010005639881244264,0.010906741574175644,0.0,0.0,0.34753634043452225,0.0,0.7069901821995641,0.020644071062355548,0.6860949342341933,0.0,0.45714959030686836,0.0,0.7069901821995641,0.0,0.5102822874755323,0.023432358330553196,0.027690626825908952,0.20376706979703457,0.039833207525590615,0.04842907756954947,0.4556396265653612,0.0,0.0,0.4011539579581071,0.38377329997507403
1,0.75,0.028189402992705254,0.0,0.0,8.397548736031427e-190,0.0,2.2727739038553975e-08,0.0,0.0,2.4735457330552347e-05,0.0,0.10735955314658009,1.637957880563579e-05,0.14339487017918962,0.0,0.0,0.0,0.03852282210222777,1.6175901187607386e-06,2.2727739038553975e-08,3.480113647654843e-06,0.0,0.002261698499749293,0.035203304669539894,0.0,0.0,0.0,2.2727739038553975e-08,0.0,0.0,0.26548846348231425,0.0708067948215525,0.020883177254401145,0.0,0.29229535116629307,0.0,2.2727739038553975e-08,0.011121825554137904,0.021160423115383284,0.0,0.0,0.4351265566082347,0.0,0.22838531591072883,0.0418297908795792,0.27437505522475325,0.0,0.15054422626494518,0.0,0.22838531591072883,0.0,0.29870870438949176,0.026516938818528235,0.04807319785247431,0.4162481488814154,0.0714497123352491,0.064648892694591,0.31138060981838744,2.2727739038553975e-08,0.0,0.4811424934910207,0.42149251260952153
2,1.25,0.031582237078703654,0.0,0.0,3.291602399796132e-177,0.0,0.7979936072719561,0.0,0.0,5.028179249869553e-05,0.0,0.13301597387111255,3.1377784288491805e-05,0.1226235877751456,0.11505371434371249,0.0,0.0,0.04753663179828193,0.00015549743741511185,0.7979936072719561,0.011658852437077991,0.0,0.030299230622080904,0.04055055076503252,7.684972573186656e-31,0.0,0.0,0.7979936072719561,0.0,0.0,0.22128160683764492,0.09963233976635515,0.02471836048443108,0.0,0.21156868985886929,0.22508657484840297,0.7979936072719561,0.012390299474883138,0.03456969366007177,0.0,0.0,0.32645837745279566,0.0,0.082426786340891,0.05843792220591105,0.15707047748978287,0.3633087967104318,0.0805418606670768,0.0,0.082426786340891,0.0,0.19631293846115008,0.029634141480605603,0.07068441579059408,0.4204616976081969,0.10395204501196323,0.0858403577458186,0.23588330104175606,0.7979936072719561,0.0,0.4011539579581071,0.34942956604831293
3,1.75,0.034031683512352674,0.0,0.0,4.749325351352473e-165,0.0,0.3671374322546259,0.0,0.0,9.915112694754846e-05,0.0,0.15620722810552057,5.957797447822497e-05,0.10854680082996333,0.0886519406751878,0.0,0.0,0.05773848761655322,0.004034141681880927,0.3671374322546259,0.07456821255984133,0.0,0.07314166526945992,0.04680476620534373,8.524464490823665e-08,0.0,0.0,0.3671374322546259,0.0,0.0,0.17627765887426872,0.1418835946442157,0.02799290415989278,0.0,0.16237898809784812,0.14871317223006664,0.3671374322546259,0.013833587171488432,0.04956771165847423,0.0,0.0,0.2194775042619861,0.0,0.024518895646010227,0.06887220962159214,0.10001286786060705,0.13168251326779395,0.049761547750113246,0.0,0.024518895646010227,0.0,0.1389957520125435,0.0327310072823874,0.09180642729798581,0.2067374915912834,0.1312411613629664,0.11197881661452108,0.1842351963374001,0.3671374322546259,0.0,0.23250012048107355,0.2186674349161055
4,2.25,0.03583410978987065,0.2937752759005879,0.0,2.522337372108082e-153,0.0,0.19295783950088813,0.0,0.0,0.0001896621411708183,0.0,0.17387321221208352,0.00011201235947821995,0.09772093667938322,0.0784002971415858,0.0,0.39671776118917373,0.06895530188357112,0.03789689395281121,0.19295783950088813,0.12797479204203538,0.6252455976510543,0.10317841679275877,0.05399221762018022,0.0001310896326497098,0.0,0.0,0.19295783950088813,0.0,0.22958538990578123,0.13960463115882887,0.19277985319061414,0.03077945245165064,1.7787130739725934e-52,0.1282442957879924,0.12216915197029068,0.19295783950088813,0.015477120781045418,0.06430497309030907,0.0,0.0,0.14701564443561424,0.0,0.0056294147444673585,0.07427063690243685,0.06707918733291651,0.0800471231436261,0.032983714344540845,0.0,0.0056294147444673585,0.0,0.10366579592070468,0.035755146416285126,0.10859582963659438,0.10348552063183737,0.14990576366560165,0.14106532852734746,0.14605930784023205,0.19295783950088813,0.0,0.09367204829618186,0.10329118242804093
5,2.75,0.037159265128126034,0.20806402360727955,0.012728362375341546,4.9305905226058144e-142,0.0,0.11207954938001716,0.0,2.1482873896316234e-72,0.0003519327897385143,0.0,0.18344186342651955,0.00020829959207230547,0.08886197495321468,0.07217112705493789,0.0,0.2032831977629778,0.08088030639321839,0.16036183668580037,0.11207954938001716,0.14533126136730806,0.32041082654344916,0.11657939127131285,0.06200167449531435,0.0020354278911098407,0.0,0.0,0.11207954938001716,0.0,0.1350197411293686,0.11135216793609942,0.2228870197805923,0.03313646872190121,5.270226774035346e-16,0.10302398326753709,0.10687168874717139,0.11207954938001716,0.017349244838494534,0.07720960504340062,0.0,0.0,0.10105999730220082,0.0,0.0009725823433590599,0.07614615992480744,0.04640262386523384,0.057154467774400676,0.02279626134498502,0.0,0.0009725823433590599,0.0,0.08033990307024208,0.03865657174785475,0.11964808761118759,0.059640415954926335,0.15916025623093483,0.16805536885309802,0.11682621136396917,0.11207954938001716,0.0,0.026234427145840705,0.03682960530048094
6,3.25,0.038116309896983544,0.15612347533247098,0.02710141743181537,3.5472993241652297e-131,0.0,0.06952900203022225,0.0,1.9989606833781894e-26,0.0006334829072280965,0.0,0.18344186342651955,0.0003826714881833389,0.0813461332098531,0.0677130763388197,0.0,0.14465127290850494,0.0930604866794781,0.3604842816965324,0.06952900203022225,0.14105758998477927,0.2106539816225071,0.11846587433711342,0.0704816692350056,0.007960597921060894,0.0,0.0,0.06952900203022225,0.4341850872908947,0.10530739384463535,0.0898305869858571,0.20149413854169962,0.03511289023466694,7.936250063590417e-09,0.08370383582474537,0.09627825469332875,0.06952900203022225,0.01948097384362004,0.08727697848694842,0.0,0.0,0.07175719499040441,0.0,0.00012486745899997076,0.07572786079092779,0.032764774041649354,0.044234376824557504,0.016198730491261814,0.0,0.00012486745899997076,0.4794502059977145,0.06412533453570166,0.041389287320309706,0.12486141391426056,0.038325702080109214,0.15998089668395665,0.18546937262210297,0.09399610483728024,0.06952900203022225,0.0,0.005107494265986545,0.009912553791761433
7,3.75,0.03878094303936285,0.12207276076017053,0.033455038278944874,9.392459319074018e-121,0.0,0.04514643231817906,0.0,4.5061237788948717e-13,0.0011061299502140025,0.0,0.17387321221208352,0.0006935752182778344,0.07482021868140769,0.06422485450879696,0.0,0.1134598804788533,0.10489976818276306,0.48854089280352514,0.04514643231817906,0.12825222342946596,0.14911762126012407,0.11392803226730779,0.07873910324494487,0.017334590320545722,0.0,0.0,0.04514643231817906,0.2345071526249005,0.08923809975167453,0.07336535445082851,0.15141441965617666,0.03675070462748993,6.28016868582048e-06,0.06855650093944385,0.0881734661975446,0.04514643231817906,0.021905352224449188,0.09409996199514517,0.0,0.0,0.05258516253018784,1.5236421288727286e-06,1.182888979055988e-05,0.07388774394886106,0.023475804634612525,0.035946419438441235,0.011740505672905459,0.0,1.182888979055988e-05,0.2689373860178785,0.05239308322138055,0.04391257355733835,0.12498753901682177,0.02659690508424827,0.1541968048404571,0.1870228986001495,0.07594557350063404,0.04514643231817906,0.0,0.0006912241831166637,0.0020138574527337563
8,4.25,0.03920850747862046,0.09843728151245999,0.037435865547648904,9.152161317202545e-111,0.0,0.030307181041062385,0.0,1.1511756873177775e-07,0.0018735853519156033,0.0,0.15620722810552057,0.0012383417525592055,0.06906285380072393,0.061334941684976774,0.0,0.09333020760112029,0.11568366547980871,0.4403844011430274,0.030307181041062385,0.11345624415258934,0.1094372085705177,0.10632912745202343,0.0857241496289437,0.02800466128200975,0.0,0.28176458347656447,0.030307181041062385,0.1683948678316745,0.07870327683982546,0.060640974414484114,0.10660619567359135,0.038086530888262186,0.00019820993860171905,0.05648981425400146,0.08156786551894347,0.030307181041062385,0.02465621007182056,0.09774641120058368,0.0,0.0,0.039651824422302945,0.8222520239980475,8.231675518119542e-07,0.07121184319365055,0.017005448171251988,0.030185990426683545,0.008636230298352272,0.0,8.231675518119542e-07,0.1926415239019229,0.04362720341119888,0.046191938050007056,0.12117079208648777,0.019510145896081486,0.14383020917844266,0.17209949379580816,0.0615545678057301,0.030307181041062385,0.3879748703585374,6.502864339134771e-05,0.00030883504289439754
