,0,1,2,3
0,,,,
1,beta,-2.8926483214578666e-27,50.670318066753566,"(0.8796112860649395, 1.2915879692569359)"
2,chi2,17.999999999999996,0.7951805141436903,"(1.1039935858859617,)"
3,chi,-5.0991993114676655e-28,9.916428034395786,"(0.36807583445853986,)"
4,,,,
5,,,,
6,,,,
7,,,,
8,chi,4.999999999999999,21.340948703940246,"(0.552483915268964,)"
9,,,,
10,gamma,-1.5813280817166664,8.997207709224629,"(2.3343833959995983,)"
11,pareto,-1.6234901047178392,1.6234900953438713,"(0.6540829010806462,)"
12,,,,
13,chi2,2.999999999999999,0.870889600353679,"(1.005158242299189,)"
14,chi,0.9999999999999998,5.304017393719164,"(0.6979370077083351,)"
15,norm,3.0,2.160246899469287,()
16,invgauss,-2.7327870390634947,21.746797570482933,"(0.8246174425779145,)"
17,loggamma,2.2435873872281396,11.190133345432088,"(2.816298540806079,)"
18,gamma,-1.6025408462885804,4.594261135348937,"(2.6705482861437737,)"
19,,,,
20,alpha,-2.775254522188531,26.240366324350667,"(1.8515141657648106,)"
21,chi,13.999999999999998,10.88468214181723,"(0.19629127029303967,)"
22,lognorm,-3.1478528609957763,12.442109610966071,"(0.5188703188518479,)"
23,beta,1.9999999999999998,46.092670509465016,"(0.863455606670836, 2.3415147500502913)"
24,pareto,-0.03748596059494643,9.037485955596182,"(1.0333657607056075,)"
25,chi2,1.9999999999999991,6.701438384588615,"(1.6900936706590366,)"
26,alpha,-10.030523350325872,74.89405723342,"(3.888105219927356,)"
27,t,3.7474323447225384,0.8169028332221794,"(1.0604317112321415,)"
28,invgamma,-0.3522870365195989,5.777851162685472,"(1.4502951548146117,)"
29,invgamma,0.44809627679757746,5.269375643374763,"(1.4547999956708881,)"
30,chi2,6.999999999999999,0.7951801826330185,"(1.103993593407678,)"
31,t,7.350075318768299,4.003408124691465,"(1554011.5051399674,)"
32,beta,-3.559156488758366e-30,18.08773178871313,"(0.9041253262201753, 1.8333593637426744)"
33,invgamma,-1.7829010478258334,9.295332573273761,"(2.0773888982744433,)"
34,,,,
35,invgauss,-1.9905024074540236,11.790339931472957,"(0.8864922529997192,)"
36,chi,-1.1514494834944293e-28,26.114761004561544,"(0.5496584078775217,)"
37,gamma,1.9999999999999982,19.207778533994265,"(0.20131363725136492,)"
38,invgauss,-1.2486702943017882,6.819849298010277,"(1.4386149834508903,)"
39,chi2,27.999999999999996,0.7967838629426348,"(1.1021710040698172,)"
40,,,,
41,t,2.0809932976954055,1.840044413661101,"(1.3543597549271222,)"
42,alpha,-0.9893871966177619,1.6284306404510627,"(1.9446484157219897e-07,)"
43,gamma,-1.1812109687166528e-29,2.9486848197674247,"(0.6876049020755685,)"
44,,,,
45,t,3.0972630151128273,1.6114535877856024,"(1.7248004711562555,)"
46,t,3.968518770968075,2.541910195266313,"(1.2940550229020258,)"
