,0,1,2,3
0,,,,
1,beta,-5.390805187877118e-25,49.0167864198957,"(0.7499616058985774, 0.9855786655015395)"
2,chi2,10.999999999999996,0.7951792982306919,"(1.1039936134738304,)"
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,chi2,-1.4476720786425906e-29,1.8199483525694973,"(1.3272956888309793,)"
9,,,,
10,chi,5.999999999999998,23.04337796907975,"(0.8430667052983298,)"
11,invgauss,7.72529538236209,0.9000000000092601,"(1.0921690385972112,)"
12,,,,
13,pareto,-0.0015707516482701294,2.001570749026272,"(1.2428152643601975,)"
14,chi2,2.999999999999999,0.870889600353679,"(1.005158242299189,)"
15,,,,
16,invgauss,2.439595275339668,25.23148601268504,"(0.7695760880135009,)"
17,chi2,9.999999999999998,0.7951799424170525,"(1.1039935988579175,)"
18,,,,
19,,,,
20,chi2,31.999999999999996,0.7967836546003302,"(1.1021710122726853,)"
21,chi2,6.999999999999999,0.7951801826330185,"(1.103993593407678,)"
22,chi,3.999999999999999,26.367046200742152,"(0.2591377083980085,)"
23,beta,9.999999999999998,6.8983435933628545,"(0.2559448828598301, 0.37040863337017815)"
24,pareto,-0.020911785283149867,11.020911708303558,"(1.1593604585790431,)"
25,t,10.862977776334944,1.7549696804568997,"(1.1918644199418313,)"
26,,,,
27,invgauss,1.7279599042572165,0.9000000000127929,"(1.1430100239285697,)"
28,alpha,1.4070907137610158,16.26088251028756,"(1.9351301753689412,)"
29,lognorm,2.999999999999999,0.0871981414408135,"(6.893221803701435,)"
30,,,,
31,chi,4.999999999999999,10.292739259605753,"(0.8315863227588853,)"
32,t,2.304724366907063,1.4969047015238623,"(0.7363367164709633,)"
33,alpha,-0.8694081328701677,1.4348372836563668,"(1.9699068985117343e-07,)"
34,,,,
35,gamma,1.9999999999999998,8.311987980147293,"(0.5678388685745104,)"
36,chi2,14.999999999999998,1.0767435705253559,"(0.937686352772124,)"
37,,,,
38,t,7.604899850636917,1.6387309507992809,"(0.6365053071436445,)"
39,,,,
40,,,,
41,chi2,2.999999999999999,0.982511789364831,"(1.0187989583469943,)"
42,gamma,-7.61155784987753e-26,1.75156780544863,"(0.370346483802009,)"
43,chi,-4.7471758571512933e-29,2.1835737727180122,"(0.9229490845692021,)"
44,,,,
45,alpha,-1.549636324654308,11.427387269281628,"(2.1281644164645686,)"
46,invgamma,-3.725703979556714,27.595610913943034,"(2.3845370262554577,)"
47,loggamma,7.763482912099123,7.57801185874361,"(2.748541732307162,)"
48,,,,
49,t,7.985947094628932,4.1369306836101725,"(2.2092607878847703,)"
50,,,,
51,,,,
52,chi,-7.896839792465744e-30,0.8816398533329972,"(0.26420645419071176,)"
53,chi,0.9999999999999999,4.545408469057401,"(0.4795316787754921,)"
54,,,,
55,invgauss,-5.464844380002142,93.4457441028299,"(0.2880750711741096,)"
56,loggamma,4.724867768200329,7.961768513277666,"(3.008963856254721,)"
57,,,,
58,invgauss,0.730746651201021,0.9000000000398426,"(1.2096266743772968,)"
59,pareto,-0.07446935001101601,23.074469348618692,"(2.8921061445974177,)"
60,,,,
61,pareto,-0.01669820443336476,10.016698203991687,"(1.8223111771820997,)"
62,,,,
63,chi2,2.999999999999999,0.870889600353679,"(1.005158242299189,)"
64,invgauss,1.7279599042572165,0.9000000000127929,"(1.1430100239285697,)"
65,,,,
66,chi2,8.999999999999998,0.7951805141436903,"(1.1039935858859617,)"
67,,,,
68,chi,-1.6233550265432978e-30,26.604361748103997,"(0.30557002688272017,)"
69,gamma,-1.1937748404703523e-26,0.18080372258054528,"(0.6520185427145757,)"
70,lognorm,1.999999999998166,1.6674656190925372,"(5.244957424377247,)"
71,chi2,-9.101977004718309e-27,8.465391557386056,"(1.7835625727242441,)"
72,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
79,chi2,8.999999999999998,0.7951805141436903,"(1.1039935858859617,)"
80,pareto,-0.0987782708163199,1.0987782698684048,"(1.5555275500511074,)"
81,,,,
82,lognorm,2.9999999999999996,1.2087001681200924,"(6.87832896988472,)"
83,,,,
84,invgauss,-1.475233511627012,11.52123640366898,"(1.2384835663582536,)"
85,t,1.9530700294281667,0.7602239339961558,"(1.3638327316854482,)"
86,chi,0.9999999999999998,5.108525338310011,"(0.4624008715228315,)"
87,t,2.4076227439200033,1.3909273957184916,"(1.4571687098636654,)"
88,chi,-1.6430525387677046e-28,3.100588627918736,"(0.5436266474786244,)"
89,,,,
90,chi,0.9999999999999998,9.496734303535053,"(0.296735977779226,)"
91,t,7.298172842040548,1.4742995480536663,"(0.6986725818021027,)"
92,,,,
93,gamma,-1.6569117567594708e-26,5.6486014827853985,"(0.18793558306068175,)"
94,chi,-3.0540324107835308e-27,11.501004572230332,"(0.4169806588951003,)"
95,chi2,5.999999999999998,0.870889600353679,"(1.005158242299189,)"
96,pareto,-0.1167406500004249,0.055352580591884346,"(0.2982596269114959,)"
97,,,,
98,,,,
99,,,,
