,abscisse,ordonnée
0,0.0,0.019976686270891022
1,0.5,0.027938743817877462
2,1.0,0.036023831215936025
3,1.5,0.043653499188159715
4,2.0,0.05041213106947977
5,2.5,0.05605353276549276
6,3.0,0.0604761333485042
7,3.5,0.0636867033054307
8,4.0,0.06576440218346996
9,4.5,0.06683064503454067
10,5.0,0.06702636308662224
11,5.5,0.06649621720829331
12,6.0,0.06537850946180788
13,6.5,0.0637993808028884
14,7.0,0.06187002925673674
15,7.5,0.05968593384562348
16,8.0,0.05732732614556156
17,8.5,0.05486037215244888
18,9.0,0.05233870067345595
19,9.5,0.049805043104169756
20,10.0,0.04729284076456533
21,10.5,0.0448277384468497
22,11.0,0.042428924099473755
23,11.5,0.04011030079768107
24,12.0,0.03788149302073418
25,12.5,0.03574869819335488
26,13.0,0.033715398878888324
27,13.5,0.03178295260907544
28,14.0,0.02995107623081008
29,14.5,0.028218240590043905
30,15.0,0.02658198983719659
31,15.5,0.025039197926503394
32,16.0,0.023586273172740507
33,16.5,0.0222193201230635
34,17.0,0.020934266549332562
35,17.5,0.019726962086145935
36,18.0,0.018593253932121995
37,18.5,0.01752904408662578
38,19.0,0.016530331795789627
39,19.5,0.015593244213014125
40,20.0,0.014714057722774131
41,20.5,0.013889211916111931
42,21.0,0.013115317826836746
43,21.5,0.012389161726062784
44,22.0,0.01170770551796044
45,22.5,0.011068084571767235
46,23.0,0.010467603656007372
47,23.5,0.009903731503622015
48,24.0,0.009374094425582303
49,24.5,0.008876469300788933
50,25.0,0.00840877619772765
51,25.5,0.007969070825216034
52,26.0,0.0075555369629892845
53,26.5,0.007166478985656017
54,27.0,0.006800314563933565
55,27.5,0.00645556760359314
56,28.0,0.006130861464028481
57,28.5,0.005824912483842727
58,29.0,0.005536523829547148
59,29.5,0.005264579674745266
60,30.0,0.005008039710522833
61,30.5,0.004765933982760344
62,31.0,0.00453735804839248
63,31.5,0.004321468439986108
64,32.0,0.0041174784261740335
65,32.5,0.003924654054289394
66,33.0,0.0037423104608519902
67,33.5,0.0035698084352493763
68,34.0,0.003406551221939967
69,34.5,0.0032519815467103976
70,35.0,0.0031055788528863678
71,35.5,0.002966856733879432
72,36.0,0.002835360549015556
73,36.5,0.0027106652102060207
74,37.0,0.002592373127665884
75,37.5,0.0024801123035420956
76,38.0,0.0023735345629702516
77,38.5,0.0022723139127254913
78,39.0,0.0021761450182626522
79,39.5,0.002084741790547963
80,40.0,0.0019978360746661355
81,40.5,0.0019151764327401768
82,41.0,0.0018365270142256084
83,41.5,0.001761666507135368
84,42.0,0.0016903871642166006
85,42.5,0.0016224938985363766
86,43.0,0.0015578034433408044
87,43.5,0.0014961435714322185
88,44.0,0.0014373523696631272
89,44.5,0.0013812775644748512
90,45.0,0.0013277758947145117
91,45.5,0.0012767125282475951
92,46.0,0.001227960519146122
93,46.5,0.0011814003024757584
94,47.0,0.0011369192239303531
95,47.5,0.001094411101770567
96,48.0,0.0010537758187156596
97,48.5,0.0010149189416152984
98,49.0,0.0009777513668924069
99,49.5,0.0009421889898996885
100,50.0,0.0009081523964723849
