,abscisse,ordonnée
0,0.0,293312141.8197123
1,0.5,0.0990825396641565
2,1.0,0.07899186618936829
3,1.5,0.06883003136747914
4,2.0,0.06219460782533922
5,2.5,0.05732591851391409
6,3.0,0.053503846506612274
7,3.5,0.050367889748884176
8,4.0,0.04771353255384249
9,4.5,0.0454143330575868
10,5.0,0.043387032403515054
11,5.5,0.04157409364152232
12,6.0,0.039934205097153994
13,6.5,0.03843676915135422
14,7.0,0.037058532717988646
15,7.5,0.03578143690289417
16,8.0,0.03459119453935292
17,8.5,0.033476320040366
18,9.0,0.03242745010652619
19,9.5,0.03143685707303973
20,10.0,0.03049809318006525
21,10.5,0.029605725868377335
22,11.0,0.028755137651532616
23,11.5,0.027942372635254842
24,12.0,0.027164017284335134
25,12.5,0.026417106705457275
26,13.0,0.0256990501960454
27,13.5,0.025007571518513634
28,14.0,0.024340660555921715
29,14.5,0.023696533855359168
30,15.0,0.023073602177959326
31,15.5,0.02247044362136925
32,16.0,0.021885781210408947
33,16.5,0.021318464097840537
34,17.0,0.020767451702747963
35,17.5,0.020231800255246745
36,18.0,0.0197106513246571
37,18.5,0.019203221992195017
38,19.0,0.01870879639470326
39,19.5,0.01822671841739143
40,20.0,0.017756385354262744
41,20.5,0.01729724238732693
42,21.0,0.0168487777616802
43,21.5,0.016410518554475787
44,22.0,0.015982026952782762
45,22.5,0.015562896969161702
46,23.0,0.015152751535111853
47,23.5,0.014751239921863503
48,24.0,0.014358035445692426
49,24.5,0.013972833421328306
50,25.0,0.013595349332360134
51,25.5,0.013225317192004035
52,26.0,0.01286248807134821
53,26.5,0.012506628775351789
54,27.0,0.012157520649550528
55,27.5,0.011814958502695469
56,28.0,0.01147874963248745
57,28.5,0.011148712943226663
58,29.0,0.010824678145616858
59,29.5,0.010506485030186282
60,30.0,0.010193982806842597
61,30.5,0.009887029503992947
62,31.0,0.009585491421454309
63,31.5,0.009289242632071577
64,32.0,0.008998164527566488
65,32.5,0.008712145404672493
66,33.0,0.008431080088079924
67,33.5,0.008154869587131472
68,34.0,0.007883420783578435
69,34.5,0.007616646148040112
70,35.0,0.00735446348310822
71,35.5,0.007096795691310897
72,36.0,0.006843570566401354
73,36.5,0.006594720606669186
74,37.0,0.006350182849191638
75,37.5,0.006109898724152172
76,38.0,0.005873813928557934
77,38.5,0.005641878318890649
78,39.0,0.005414045822431111
79,39.5,0.005190274367210468
80,40.0,0.004970525830767355
81,40.5,0.004754766008134461
82,41.0,0.004542964599748792
83,41.5,0.004335095220285439
84,42.0,0.004131135429765978
85,42.5,0.00393106678870347
86,43.0,0.0037348749395338383
87,43.5,0.0035425497171707567
88,44.0,0.003354085292237521
89,44.5,0.003169480351413695
90,45.0,0.0029887383204384318
91,45.5,0.0028118676367068756
92,46.0,0.0026388820801767758
93,46.5,0.0024698011736026915
94,47.0,0.002304650666121888
95,47.5,0.0021434631181950882
96,48.0,0.0019862786112417336
97,48.5,0.0018331456125686295
98,49.0,0.0016841220362206087
99,49.5,0.0015392765544765099
100,50.0,0.001398690234897287
