,abscisse,ordonnée
0,0.0,0.3887360426020797
1,0.5,0.3667673824242139
2,1.0,0.2512629630632928
3,1.5,0.1729872992741922
4,2.0,0.12404610732888917
5,2.5,0.09255259317287765
6,3.0,0.07140838312191279
7,3.5,0.05663581257116991
8,4.0,0.04595277693465046
9,4.5,0.03799734799396492
10,5.0,0.03192367089154188
11,5.5,0.027186849951510043
12,6.0,0.023424266462312757
13,6.5,0.020387586139606326
14,7.0,0.01790238928706724
15,7.5,0.01584340418346725
16,8.0,0.014118856668654632
17,8.5,0.012660313378722416
18,9.0,0.011415930182774151
19,9.5,0.010345865961469919
20,10.0,0.009419105631318567
21,10.5,0.00861121988820703
22,11.0,0.007902759673711261
23,11.5,0.007278088358379826
24,12.0,0.006724520687452024
25,12.5,0.006231679922671256
26,13.0,0.005791012319565296
27,13.5,0.00539541649787866
28,14.0,0.005038957700644011
29,14.5,0.004716645459781654
30,15.0,0.004424259105339025
31,15.5,0.004158209718936905
32,16.0,0.003915430095246971
33,16.5,0.0036932864078033
34,17.0,0.003489506826058519
35,17.5,0.0033021234691411458
36,18.0,0.003129424925459855
37,18.5,0.0029699171979245082
38,19.0,0.002822291409786818
39,19.5,0.0026853969670131332
40,20.0,0.0025582191492039283
41,20.5,0.0024398603137691047
42,21.0,0.00232952406300128
43,21.5,0.0022265018523906373
44,22.0,0.002130161619555385
45,22.5,0.002039938092923674
46,23.0,0.0019553245026163435
47,23.5,0.0018758654664986065
48,24.0,0.0018011508648789957
49,24.5,0.0017308105499730384
50,25.0,0.0016645097626666382
51,25.5,0.0016019451505893446
52,26.0,0.0015428412990386418
53,26.5,0.0014869477006651467
54,27.0,0.0014340361016511427
55,27.5,0.0013838981718787753
56,28.0,0.0013363434546767837
57,28.5,0.001291197558465169
58,29.0,0.0012483005582336337
59,29.5,0.0012075055794913097
60,30.0,0.0011686775412736163
61,30.5,0.0011316920381174965
62,31.0,0.0010964343437252964
63,31.5,0.0010627985214169743
64,32.0,0.001030686628491247
65,32.5,0.0010000080033373182
66,33.0,0.0009706786256081351
67,33.5,0.0009426205410235953
68,34.0,0.0009157613434509421
69,34.5,0.0008900337078371741
70,35.0,0.0008653749683677341
71,35.5,0.0008417267369161701
72,36.0,0.0008190345574470405
73,36.5,0.0007972475925526114
74,37.0,0.0007763183387542683
75,37.5,0.0007562023675917241
76,38.0,0.0007368580898651994
77,38.5,0.0007182465406947134
78,39.0,0.0007003311833224016
79,39.5,0.0006830777298133287
80,40.0,0.0006664539770119687
81,40.5,0.0006504296562890036
82,41.0,0.0006349762957695178
83,41.5,0.0006200670938717849
84,42.0,0.0006056768031079238
85,42.5,0.0005917816232058373
86,43.0,0.000578359102707707
87,43.5,0.0005653880482854671
88,44.0,0.0005528484410893886
89,44.5,0.0005407213595133301
90,45.0,0.0005289889078203168
91,45.5,0.000517634150125801
92,46.0,0.0005066410492839201
93,46.5,0.0004959944102650249
94,47.0,0.00048567982765124006
95,47.5,0.0004756836369113389
96,48.0,0.00046599286914724645
97,48.5,0.0004565952090323696
98,49.0,0.0004474789556870663
99,49.5,0.00043863298625920717
100,50.0,0.00043004672199819285
