,abscisse,ordonnée
0,0.0,142484043.33403662
1,0.5,0.07842759218136283
2,1.0,0.06235301116220557
3,1.5,0.05449776724566685
4,2.0,0.049506729445907276
5,2.5,0.04592796410253226
6,3.0,0.04317336913853968
7,3.5,0.04095113446099268
8,4.0,0.03909705675601303
9,4.5,0.03751039949913566
10,5.0,0.03612532723949588
11,5.5,0.03489668112775651
12,6.0,0.03379227838639262
13,6.5,0.03278846289440608
14,7.0,0.03186739611839089
15,7.5,0.03101533512237667
16,8.0,0.030221497819734135
17,8.5,0.029477291918569116
18,9.0,0.028775776971813435
19,9.5,0.02811128032739573
20,10.0,0.02747911734998664
21,10.5,0.026875383918889027
22,11.0,0.026296800048942522
23,11.5,0.025740590332737224
24,12.0,0.02520439133874117
25,12.5,0.024686179035973633
26,13.0,0.024184211297712126
27,13.5,0.023696981898681
28,14.0,0.023223183371540532
29,14.5,0.022761676763069102
30,15.0,0.02231146681535955
31,15.5,0.02187168145039606
32,16.0,0.021441554696439928
33,16.5,0.02102041238831632
34,17.0,0.020607660119381217
35,17.5,0.02020277303358268
36,18.0,0.019805287130792975
37,18.5,0.01941479182406827
38,19.0,0.01903092353847083
39,19.5,0.018653360181069244
40,20.0,0.01828181634330302
41,20.5,0.01791603912199183
42,21.0,0.01755580446533762
43,21.5,0.017200913966410374
44,22.0,0.01685119203966529
45,22.5,0.016506483426655227
46,23.0,0.016166650985777353
47,23.5,0.015831573728015167
48,24.0,0.015501145066510711
49,24.5,0.015175271252666793
50,25.0,0.0148538699755249
51,25.5,0.014536869104542294
52,26.0,0.014224205558722386
53,26.5,0.013915824287433064
54,27.0,0.013611677350256195
55,27.5,0.013311723084912285
56,28.0,0.013015925353748277
57,28.5,0.012724252860506482
58,29.0,0.012436678530143403
59,29.5,0.012153178945366896
60,30.0,0.011873733834333005
61,30.5,0.01159832560460903
62,31.0,0.011326938919083497
63,31.5,0.011059560310000181
64,32.0,0.010796177827724102
65,32.5,0.010536780721221082
66,33.0,0.010281359147558436
67,33.5,0.010029903908018131
68,34.0,0.009782406208662232
69,34.5,0.009538857443407872
70,35.0,0.009299248997859806
71,35.5,0.00906357207231624
72,36.0,0.008831817522511547
73,36.5,0.008603975716789652
74,37.0,0.008380036408517163
75,37.5,0.008159988622647371
76,38.0,0.007943820555436723
77,38.5,0.007731519486395958
78,39.0,0.007523071701629652
79,39.5,0.007318462427782041
80,40.0,0.007117675775864218
81,40.5,0.006920694694288999
82,41.0,0.006727500930486081
83,41.5,0.006538075000511448
84,42.0,0.006352396166102676
85,42.5,0.00617044241866566
86,43.0,0.005992190469709236
87,43.5,0.005817615747272142
88,44.0,0.0056466923979126725
89,44.5,0.0054793932938547105
90,45.0,0.005315690044905637
91,45.5,0.005155553014781529
92,46.0,0.004998951341493658
93,46.5,0.004845852961467447
94,47.0,0.004696224637081156
95,47.5,0.004550031987326615
96,48.0,0.0044072395213084785
97,48.5,0.004267810674311772
98,49.0,0.004131707846180201
99,49.5,0.003998892441759614
100,50.0,0.00386932491317251
