,abscisse,ordonnée
0,0.0,27731624.90200763
1,0.5,0.09301531897234405
2,1.0,0.0752011356169442
3,1.5,0.06634274223473358
4,2.0,0.06063533185981503
5,2.5,0.05648835786329005
6,3.0,0.053253380251686716
7,3.5,0.05060720785761069
8,4.0,0.04836741546043878
9,4.5,0.04642186694770441
10,5.0,0.04469720782152594
11,5.5,0.0431431255187781
12,6.0,0.04172380494296249
13,6.5,0.040412979266323555
14,7.0,0.0391909098515391
15,7.5,0.03804246261576889
16,8.0,0.03695583792871489
17,8.5,0.03592170594966361
18,9.0,0.034932602228619464
19,9.5,0.03398249538346315
20,10.0,0.03306647151738948
21,10.5,0.03218049965554162
22,11.0,0.03132125455666833
23,11.5,0.03048598089673093
24,12.0,0.029672387774743552
25,12.5,0.028878565772883183
26,13.0,0.02810292102035097
27,13.5,0.027344122235741265
28,14.0,0.0266010577890374
29,14.5,0.02587280058105188
30,15.0,0.025158579082475034
31,15.5,0.02445775327124388
32,16.0,0.023769794499201725
33,16.5,0.023094268536749892
34,17.0,0.022430821208032557
35,17.5,0.021779166153635746
36,18.0,0.02113907435312029
37,18.5,0.020510365113345374
38,19.0,0.019892898285846283
39,19.5,0.019286567521445183
40,20.0,0.0186912944057106
41,20.5,0.01810702334701472
42,21.0,0.017533717111402888
43,21.5,0.01697135291652751
44,22.0,0.016419919011455997
45,22.5,0.015879411680968694
46,23.0,0.015349832622580665
47,23.5,0.014831186652391764
48,24.0,0.014323479702335737
49,24.5,0.013826717076733072
50,25.0,0.013340901940469364
51,25.5,0.01286603401479173
52,26.0,0.012402108459777962
53,26.5,0.011949114925096932
54,27.0,0.011507036752832794
55,27.5,0.011075850317962956
56,28.0,0.010655524493618423
57,28.5,0.010246020229563741
58,29.0,0.009847290233451772
59,29.5,0.009459278745367708
60,30.0,0.009081921397004646
61,30.5,0.008715145147531371
62,31.0,0.00835886828883991
63,31.5,0.008013000513411582
64,32.0,0.007677443038527909
65,32.5,0.0073520887809876
66,33.0,0.007036822576881543
67,33.5,0.006731521441331564
68,34.0,0.006436054863421939
69,34.5,0.006150285131849825
70,35.0,0.005874067687096713
71,35.5,0.005607251496180435
72,36.0,0.005349679446289664
73,36.5,0.0051011887538320805
74,37.0,0.004861611385645551
75,37.5,0.0046307744893302645
76,38.0,0.004408500829859992
77,38.5,0.004194609229823441
78,39.0,0.003988915010832854
79,39.5,0.0037912304338170127
80,40.0,0.0036013651360902598
81,40.5,0.0034191265632581304
82,41.0,0.003244320394183944
83,41.5,0.003076750957399578
84,42.0,0.002916221637497273
85,42.5,0.0027625352701880156
86,43.0,0.0026154945248557343
87,43.5,0.0024749022735750573
88,44.0,0.002340561945693584
89,44.5,0.002212277867207727
90,45.0,0.0020898555842837397
91,45.5,0.0019731021703926262
92,46.0,0.0018618265166391727
93,46.5,0.0017558396049712184
94,47.0,0.001654954764055423
95,47.5,0.0015589879077001294
96,48.0,0.0014677577557945425
97,48.5,0.0013810860378162158
98,49.0,0.0012987976790357464
99,49.5,0.0012207209696188223
100,50.0,0.0011466877168912518
