,abscisse,ordonnée
0,0.0,0.09755743336397246
1,0.5,0.16964769176710906
2,1.0,0.2857935583679154
3,1.5,0.3745099609424788
4,2.0,0.3121118031937094
5,2.5,0.19091554159358087
6,3.0,0.10937165988506466
7,3.5,0.0651923537476226
8,4.0,0.04128825098671214
9,4.5,0.027667646940350198
10,5.0,0.01944160250012079
11,5.5,0.014204524253425561
12,6.0,0.010716183257335934
13,6.5,0.008302133845113038
14,7.0,0.006576638840329712
15,7.5,0.005308902031484021
16,8.0,0.00435524753259384
17,8.5,0.003623076182679396
18,9.0,0.0030508651366186043
19,9.5,0.0025966301824851806
20,10.0,0.0022310346401182386
21,10.5,0.0019331436606039396
22,11.0,0.0016877345906033887
23,11.5,0.0014835499684307568
24,12.0,0.0013121369217709668
25,12.5,0.0011670602428759949
26,13.0,0.0010433588467725912
27,13.5,0.0009371639385198807
28,14.0,0.0008454265984649679
29,14.5,0.0007657206510044585
30,15.0,0.0006960981336668107
31,15.5,0.0006349820430795486
32,16.0,0.000581085847601171
33,16.5,0.0005333524554030524
34,17.0,0.0004909074850370005
35,17.5,0.00045302316206563537
36,18.0,0.0004190901887201698
37,18.5,0.0003885956515382135
38,19.0,0.00036110554143304566
39,19.5,0.0003362508260841996
40,20.0,0.0003137162792996221
41,20.5,0.00029323146564464656
42,21.0,0.00027456342153608373
43,21.5,0.00025751068035163036
44,22.0,0.0002418983688897783
45,22.5,0.0002275741628251462
46,23.0,0.00021440493472152714
47,23.5,0.00020227396336426344
48,24.0,0.0001910786003326397
49,24.5,0.00018072831081858063
50,25.0,0.00017114302216520458
51,25.5,0.0001622517265319943
52,26.0,0.00015399129430581455
53,26.5,0.00014630546298278493
54,27.0,0.00013914397271150197
55,27.5,0.00013246182486969618
56,28.0,0.0001262186442179272
57,28.5,0.00012037812854693562
58,29.0,0.00011490757247406123
59,29.5,0.00010977745427692512
60,30.0,0.00010496107647990551
61,30.5,0.00010043425241002748
62,31.0,9.617503217642039e-05
63,31.5,9.216346255128439e-05
64,32.0,8.838137608010795e-05
65,32.5,8.481220545653673e-05
66,33.0,8.144081978842564e-05
67,33.5,7.825337987689188e-05
68,34.0,7.5237210046373e-05
69,34.5,7.238068441440928e-05
70,35.0,6.967312578620972e-05
71,35.5,6.710471561013338e-05
72,36.0,6.466641364346903e-05
73,36.5,6.234988615948682e-05
74,37.0,6.014744168172979e-05
75,37.5,5.8051973364123355e-05
76,38.0,5.6056907249192425e-05
77,38.5,5.415615573440186e-05
78,39.0,5.2344075660800174e-05
79,39.5,5.061543051078531e-05
80,40.0,4.896535626462811e-05
81,40.5,4.738933051982021e-05
82,41.0,4.5883144524568956e-05
83,41.5,4.444287781786367e-05
84,42.0,4.306487520435393e-05
85,42.5,4.174572582354389e-05
86,43.0,4.048224410014647e-05
87,43.5,3.927145238638581e-05
88,44.0,3.811056512804681e-05
89,44.5,3.699697440453146e-05
90,45.0,3.5928236709431006e-05
91,45.5,3.490206085244591e-05
92,46.0,3.391629687612957e-05
93,46.5,3.296892589211068e-05
94,47.0,3.2058050751345763e-05
95,47.5,3.1181887471727046e-05
96,48.0,3.0338757354161515e-05
97,48.5,2.9527079725160068e-05
98,49.0,2.874536525014054e-05
99,49.5,2.799220976714068e-05
100,50.0,2.7266288595539887e-05
