,abscisse,ordonnée
0,0.0,1.0146510648163836e+18
1,0.5,0.29687185204280075
2,1.0,0.1817639250886669
3,1.5,0.13400763967705043
4,2.0,0.10591700318958772
5,2.5,0.08653656570211357
6,3.0,0.07190952475215782
7,3.5,0.06025150876032026
8,4.0,0.050640847040455905
9,4.5,0.04255382474248397
10,5.0,0.03566916118989941
11,5.5,0.02977550839327995
12,6.0,0.024723910936238092
13,6.5,0.02040195249162169
14,7.0,0.016719209404623767
15,7.5,0.013598960486074311
16,8.0,0.010973505312279579
17,8.5,0.008781610975474698
18,9.0,0.006967214338787815
19,9.5,0.005478843698841417
20,10.0,0.0042694228333898365
21,10.5,0.0032962451421228185
22,11.0,0.0025209875809177693
23,11.5,0.0019096896980669738
24,12.0,0.001432661161128846
25,12.5,0.0010643068317760422
26,13.0,0.0007828749423946859
27,13.5,0.0005701435342799042
28,14.0,0.0004110648001733365
29,14.5,0.0002933877836620004
30,15.0,0.00020727823540148076
31,15.5,0.00014495130739463822
32,16.0,0.0001003289703925878
33,16.5,6.873015476798814e-05
34,17.0,4.659804591372275e-05
35,17.5,3.126595373590376e-05
36,18.0,2.0760832455019876e-05
37,18.5,1.364186218290581e-05
38,19.0,8.87045979996273e-06
39,19.5,5.707565556900557e-06
40,20.0,3.6339384383867454e-06
41,20.5,2.2893724629713476e-06
42,21.0,1.4271138597081393e-06
43,21.5,8.802291642557879e-07
44,22.0,5.371803262877878e-07
45,22.5,3.2435786659816706e-07
46,23.0,1.9377690564148518e-07
47,23.5,1.1453719175017148e-07
48,24.0,6.698106754507129e-08
49,24.5,3.8753691005536335e-08
50,25.0,2.2183207483087762e-08
51,25.5,1.2562641628069712e-08
52,26.0,7.038471321771122e-09
53,26.5,3.9013248385892674e-09
54,27.0,2.1393318900264618e-09
55,27.5,1.1605734214805395e-09
56,28.0,6.228619587214255e-10
57,28.5,3.306985176136621e-10
58,29.0,1.7369633221793607e-10
59,29.5,9.025346412729417e-11
60,30.0,4.6392628109285816e-11
61,30.5,2.3590824142675285e-11
62,31.0,1.1867072854292265e-11
63,31.5,5.90538078792031e-12
64,32.0,2.907057175419498e-12
65,32.5,1.415657803991416e-12
66,33.0,6.819614629680002e-13
67,33.5,3.249795983994287e-13
68,34.0,1.531951648081988e-13
69,34.5,7.143725905513194e-14
70,35.0,3.295288350011112e-14
71,35.5,1.5036584804250522e-14
72,36.0,6.787196798489797e-15
73,36.5,3.030508448809139e-15
74,37.0,1.3385136978990584e-15
75,37.5,5.848047720751261e-16
76,38.0,2.527425282910958e-16
77,38.5,1.0804973159694339e-16
78,39.0,4.569257999892522e-17
79,39.5,1.9113622943963314e-17
80,40.0,7.908870500833516e-18
81,40.5,3.2371203691492507e-18
82,41.0,1.3106146775786468e-18
83,41.5,5.24882270231165e-19
84,42.0,2.0793060529788984e-19
85,42.5,8.14785985764697e-20
86,43.0,3.15817591027447e-20
87,43.5,1.2108651083683756e-20
88,44.0,4.592201940864386e-21
89,44.5,1.722705609880811e-21
90,45.0,6.392418184101388e-22
91,45.5,2.346294268731168e-22
92,46.0,8.518481231138345e-23
93,46.5,3.0591690432585706e-23
94,47.0,1.0866899333755467e-23
95,47.5,3.81828154370136e-24
96,48.0,1.3270573282907448e-24
97,48.5,4.562156411522998e-25
98,49.0,1.5513462691828233e-25
99,49.5,5.218008328286191e-26
100,50.0,1.736031559614819e-26
