,abscisse,ordonnée
0,0.0,0.04196605482658769
1,0.5,0.05676986197300482
2,1.0,0.07738107592823008
3,1.5,0.10508598759998963
4,2.0,0.13938085098302605
5,2.5,0.17520211703827263
6,3.0,0.20130899862082632
7,3.5,0.20547065491835786
8,4.0,0.18541916637581285
9,4.5,0.15127652595416252
10,5.0,0.11562606560198935
11,5.5,0.08556851176984505
12,6.0,0.06275173524927052
13,6.5,0.04623527016615884
14,7.0,0.034471260754884485
15,7.5,0.026087476015983296
16,8.0,0.020057816998979718
17,8.5,0.015663679402841378
18,9.0,0.012413747685629127
19,9.5,0.009973615849671024
20,10.0,0.008114475432501296
21,10.5,0.006678168427474986
22,11.0,0.005553993620510678
23,11.5,0.004663415709194137
24,12.0,0.003949954287727759
25,12.5,0.003372443997468461
26,13.0,0.002900493682736418
27,13.5,0.0025113903793258486
28,14.0,0.002187962054713828
29,14.5,0.001917083741877531
30,15.0,0.0016886205738126537
31,15.5,0.0014946710660625943
32,16.0,0.0013290191878113922
33,16.5,0.0011867333020048744
34,17.0,0.0010638695723120088
35,17.5,0.0009572504732293039
36,18.0,0.0008642978466738444
37,18.5,0.000782905962323259
38,19.0,0.0007113441893731665
39,19.5,0.0006481817813160229
40,20.0,0.0005922293132796196
41,20.5,0.000542492760337199
42,21.0,0.0004981372447433847
43,21.5,0.00045845823246843065
44,22.0,0.0004228585085905771
45,22.5,0.00039082966518787357
46,23.0,0.00036193713497992703
47,23.5,0.0003358080277568357
48,24.0,0.00031212119496621825
49,24.5,0.0002905990753068422
50,25.0,0.0002710009713402258
51,25.5,0.00025311748164811627
52,26.0,0.00023676587055220438
53,26.5,0.00022178620201692006
54,27.0,0.0002080380991536476
55,27.5,0.00019539801803406643
56,28.0,0.0001837569460296873
57,28.5,0.00017301845193052638
58,29.0,0.00016309702865164802
59,29.5,0.00015391668017141535
60,30.0,0.00014540971304322786
61,30.5,0.0001375156998339886
62,31.0,0.000130180587517231
63,31.5,0.0001233559284594458
64,32.0,0.00011699821539821984
65,32.5,0.00011106830488832929
66,33.0,0.0001055309162196103
67,33.5,0.00010035419489351494
68,34.0,9.550933146754975e-05
69,34.5,9.097022800529027e-05
70,35.0,8.671320555809429e-05
71,35.5,8.271674709628762e-05
72,36.0,7.896127113741817e-05
73,36.5,7.54289320155133e-05
74,37.0,7.210344332117857e-05
75,37.5,6.896992153665407e-05
76,38.0,6.60147473079792e-05
77,38.5,6.322544215084829e-05
78,39.0,6.059055868796306e-05
79,39.5,5.809958277228659e-05
80,40.0,5.574284606968811e-05
81,40.5,5.351144786192964e-05
82,41.0,5.139718499169835e-05
83,41.5,4.939248900952075e-05
84,42.0,4.749036970133512e-05
85,42.5,4.568436427811212e-05
86,43.0,4.3968491597615564e-05
87,43.5,4.2337210865213363e-05
88,44.0,4.0785384327298966e-05
89,44.5,3.930824352881298e-05
90,45.0,3.790135875679405e-05
91,45.5,3.656061133587967e-05
92,46.0,3.5282168480108024e-05
93,46.5,3.406246043900235e-05
94,47.0,3.289815970539035e-05
95,47.5,3.178616207828287e-05
96,48.0,3.07235693968776e-05
97,48.5,2.970767378177624e-05
98,49.0,2.8735943237156748e-05
99,49.5,2.7806008483227383e-05
100,50.0,2.691565090206996e-05
